,open,high,low,close,volume,amount
2005-01-04,2.2,2.2,2.1,2.13,867800.0,1864268.5
2005-01-05,2.1,2.2,2.1,2.18,836100.0,1810878.38
2005-01-06,2.18,2.19,2.15,2.17,782100.0,1697602.88
2005-01-07,2.17,2.28,2.17,2.28,3003400.0,6725456.0
2005-01-10,2.33,2.38,2.3,2.35,7192500.0,16799542.0
2005-01-11,2.35,2.37,2.31,2.34,1795700.0,4185810.0
2005-01-12,2.34,2.34,2.3,2.31,1299900.0,3012216.75
2005-01-13,2.3,2.33,2.28,2.33,1438900.0,3330096.0
2005-01-14,2.33,2.33,2.24,2.24,1392200.0,3181814.25
2005-01-17,2.23,2.24,2.17,2.17,1862200.0,4097575.0
2005-01-18,2.17,2.24,2.16,2.24,1312100.0,2901207.0
2005-01-19,2.24,2.26,2.21,2.23,635800.0,1424166.38
2005-01-20,2.23,2.26,2.21,2.26,1193100.0,2672202.75
2005-01-21,2.26,2.27,2.19,2.24,1543600.0,3454240.25
2005-01-24,2.26,2.31,2.26,2.29,1989200.0,4530555.0
2005-01-25,2.28,2.34,2.25,2.32,2159700.0,4953893.0
2005-01-26,2.31,2.34,2.28,2.28,1644200.0,3800044.75
2005-01-27,2.28,2.29,2.25,2.26,1106300.0,2511281.5
2005-01-28,2.26,2.27,2.15,2.19,2144300.0,4696444.0
2005-01-31,2.19,2.19,2.08,2.1,1776600.0,3753187.75
2005-02-01,2.11,2.14,2.08,2.11,1023000.0,2153652.25
2005-02-16,2.17,2.28,2.17,2.23,1764400.0,3929380.0
2005-02-17,2.21,2.26,2.2,2.24,881500.0,1958763.13
2005-02-18,2.24,2.24,2.18,2.18,917600.0,2024557.88
2005-02-21,2.18,2.23,2.18,2.23,1196100.0,2641506.75
2005-02-22,2.23,2.28,2.2,2.27,2714000.0,6114302.5
2005-02-23,2.27,2.3,2.26,2.28,3345200.0,7626137.5
2005-02-24,2.28,2.29,2.25,2.28,2181000.0,4952275.5
2005-02-25,2.28,2.33,2.28,2.28,2905500.0,6681216.0
2005-02-28,2.28,2.29,2.25,2.26,2064900.0,4674228.0
2005-03-01,2.25,2.37,2.24,2.33,4287300.0,9921141.0
2005-03-02,2.3,2.34,2.26,2.27,2578900.0,5937037.0
2005-03-03,2.25,2.3,2.25,2.28,1077300.0,2446896.25
