,open,high,low,close,average,turn,volume,amount,tnum
2009-5-11,,,,,,,,,
2009-5-12,,,,,,,,,
2009-5-13,,,,,,,,,
2009-5-14,,,,,,,,,
2009-5-15,,,,,,,,,
2009-5-18,,,,,,,,,
2009-5-19,,,,,,,,,
2009-5-20,,,,,,,,,
2009-5-21,,,,,,,,,
2009-5-22,,,,,,,,,
2009-5-25,,,,,,,,,
2009-5-26,,,,,,,,,
2009-5-27,,,,,,,,,
2009-6-1,,,,,,,,,
2009-6-2,,,,,,,,,
2009-6-3,,,,,,,,,
2009-6-4,,,,,,,,,
2009-6-5,,,,,,,,,
2009-6-8,,,,,,,,,
2009-6-9,,,,,,,,,
2009-6-10,,,,,,,,,
2009-6-11,,,,,,,,,
2009-6-12,,,,,,,,,
2009-6-15,,,,,,,,,
2009-6-16,,,,,,,,,
2009-6-17,,,,,,,,,
2009-6-18,,,,,,,,,
2009-6-19,,,,,,,,,
2009-6-22,,,,,,,,,
2009-6-23,,,,,,,,,
2009-6-24,,,,,,,,,
2009-6-25,,,,,,,,,
2009-6-26,,,,,,,,,
2009-6-29,,,,,,,,,
2009-6-30,,,,,,,,,
2009-7-1,,,,,,,,,
2009-7-2,,,,,,,,,
2009-7-3,,,,,,,,,
2009-7-6,,,,,,,,,
2009-7-7,,,,,,,,,
2009-7-8,,,,,,,,,
2009-7-9,,,,,,,,,
2009-7-10,,,,,,,,,
2009-7-13,,,,,,,,,
2009-7-14,,,,,,,,,
2009-7-15,,,,,,,,,
2009-7-16,,,,,,,,,
2009-7-17,,,,,,,,,
2009-7-20,,,,,,,,,
2009-7-21,,,,,,,,,
2009-7-22,,,,,,,,,
2009-7-23,,,,,,,,,
2009-7-24,,,,,,,,,
2009-7-27,,,,,,,,,
2009-7-28,,,,,,,,,
2009-7-29,,,,,,,,,
2009-7-30,,,,,,,,,
2009-7-31,,,,,,,,,
2009-8-3,,,,,,,,,
2009-8-4,,,,,,,,,
2009-8-5,,,,,,,,,
2009-8-6,,,,,,,,,
2009-8-7,,,,,,,,,
2009-8-10,,,,,,,,,
2009-8-11,,,,,,,,,
2009-8-12,,,,,,,,,
2009-8-13,,,,,,,,,
2009-8-14,,,,,,,,,
2009-8-17,,,,,,,,,
2009-8-18,,,,,,,,,
2009-8-19,,,,,,,,,
2009-8-20,,,,,,,,,
2009-8-21,,,,,,,,,
2009-8-24,,,,,,,,,
2009-8-25,,,,,,,,,
2009-8-26,,,,,,,,,
2009-8-27,,,,,,,,,
2009-8-28,,,,,,,,,
2009-8-31,,,,,,,,,
2009-9-1,,,,,,,,,
2009-9-2,,,,,,,,,
2009-9-3,,,,,,,,,
2009-9-4,,,,,,,,,
2009-9-7,,,,,,,,,
2009-9-8,,,,,,,,,
2009-9-9,,,,,,,,,
2009-9-10,,,,,,,,,
2009-9-11,,,,,,,,,
2009-9-14,,,,,,,,,
2009-9-15,,,,,,,,,
2009-9-16,,,,,,,,,
2009-9-17,,,,,,,,,
2009-9-18,,,,,,,,,
2009-9-21,,,,,,,,,
2009-9-22,,,,,,,,,
2009-9-23,,,,,,,,,
2009-9-24,,,,,,,,,
2009-9-25,,,,,,,,,
2009-9-28,,,,,,,,,
2009-9-29,,,,,,,,,
2009-9-30,,,,,,,,,
2009-10-9,,,,,,,,,
2009-10-12,,,,,,,,,
2009-10-13,,,,,,,,,
2009-10-14,,,,,,,,,
2009-10-15,,,,,,,,,
2009-10-16,,,,,,,,,
2009-10-19,,,,,,,,,
2009-10-20,,,,,,,,,
2009-10-21,,,,,,,,,
2009-10-22,,,,,,,,,
2009-10-23,,,,,,,,,
2009-10-26,,,,,,,,,
2009-10-27,,,,,,,,,
2009-10-28,,,,,,,,,
2009-10-29,,,,,,,,,
2009-10-30,,,,,,,,,
2009-11-2,,,,,,,,,
2009-11-3,,,,,,,,,
2009-11-4,,,,,,,,,
2009-11-5,,,,,,,,,
2009-11-6,,,,,,,,,
2009-11-9,,,,,,,,,
2009-11-10,,,,,,,,,
2009-11-11,,,,,,,,,
2009-11-12,,,,,,,,,
2009-11-13,,,,,,,,,
2009-11-16,,,,,,,,,
2009-11-17,,,,,,,,,
2009-11-18,,,,,,,,,
2009-11-19,,,,,,,,,
2009-11-20,,,,,,,,,
2009-11-23,,,,,,,,,
2009-11-24,,,,,,,,,
2009-11-25,,,,,,,,,
2009-11-26,,,,,,,,,
2009-11-27,,,,,,,,,
2009-11-30,,,,,,,,,
2009-12-1,,,,,,,,,
2009-12-2,,,,,,,,,
2009-12-3,,,,,,,,,
2009-12-4,,,,,,,,,
2009-12-7,,,,,,,,,
2009-12-8,,,,,,,,,
2009-12-9,,,,,,,,,
2009-12-10,,,,,,,,,
2009-12-11,,,,,,,,,
2009-12-14,,,,,,,,,
2009-12-15,,,,,,,,,
2009-12-16,,,,,,,,,
2009-12-17,,,,,,,,,
2009-12-18,,,,,,,,,
2009-12-21,,,,,,,,,
2009-12-22,,,,,,,,,
2009-12-23,,,,,,,,,
2009-12-24,,,,,,,,,
2009-12-25,,,,,,,,,
2009-12-28,,,,,,,,,
2009-12-29,,,,,,,,,
2009-12-30,,,,,,,,,
2009-12-31,,,,,,,,,
2010-1-4,,,,,,,,,
2010-1-5,,,,,,,,,
2010-1-6,,,,,,,,,
2010-1-7,,,,,,,,,
2010-1-8,,,,,,,,,
2010-1-11,,,,,,,,,
2010-1-12,,,,,,,,,
2010-1-13,,,,,,,,,
2010-1-14,,,,,,,,,
2010-1-15,,,,,,,,,
2010-1-18,,,,,,,,,
2010-1-19,,,,,,,,,
2010-1-20,,,,,,,,,
2010-1-21,,,,,,,,,
2010-1-22,,,,,,,,,
2010-1-25,,,,,,,,,
2010-1-26,16.7874,18.1127,16.1689,17.2512,38.12,74.924,14984730.0,571244128.77,49983.0
2010-1-27,16.6372,17.2203,16.2926,16.6681,37.88,35.403,7080590.0,268223247.27,13882.0
2010-1-28,16.4119,16.5532,15.0556,15.2853,35.35,28.144,5628748.0,198958976.1,10819.0
2010-1-29,14.9982,15.6918,14.7994,15.3074,34.62,16.2,3240037.0,112166781.76,5825.0
2010-2-1,14.9452,15.0644,14.2339,14.2781,32.8,16.962,3392308.0,111255200.74,6243.0
2010-2-2,14.3664,14.9231,14.2737,14.6448,33.03,13.512,2702472.0,89271117.34,5309.0
2010-2-3,14.5652,14.7596,14.0042,14.6801,32.61,10.891,2178106.0,71021076.55,4010.0
2010-2-4,14.6669,14.8833,14.362,14.605,33.18,9.634,1926749.0,63938469.5,3492.0
2010-2-5,14.203,14.3532,14.013,14.1411,32.06,9.146,1829139.0,58640834.65,3498.0
2010-2-8,14.256,14.4195,14.0749,14.3355,32.25,5.708,1141694.0,36824815.18,2117.0
2010-2-9,14.1411,14.5697,14.1323,14.2781,32.44,4.463,892616.0,28953127.91,1727.0
2010-2-10,14.3797,14.7199,14.2604,14.6978,32.83,7.119,1423781.0,46736756.91,2917.0
2010-2-11,14.9673,15.7271,14.9584,15.2412,34.96,16.703,3340633.0,116786007.87,6486.0
2010-2-12,15.2632,15.6078,15.0644,15.4753,34.8,10.285,2056926.0,71580886.37,3925.0
2010-2-22,15.546,15.895,15.3649,15.3693,35.24,9.752,1950392.0,68726823.35,3480.0
2010-2-23,15.2853,15.409,14.8701,15.3737,34.14,7.72,1544015.0,52706869.06,3013.0
2010-2-24,15.2809,16.0143,15.2235,15.9392,35.78,11.332,2266326.0,81094978.18,3799.0
2010-2-25,16.0717,16.8757,16.0054,16.699,37.5,15.932,3186394.0,119475028.73,5225.0
2010-2-26,16.7343,17.0303,16.4825,16.8315,37.86,12.723,2544653.0,96344618.55,3707.0
2010-3-1,16.7829,16.9994,16.4339,16.5267,37.66,13.83,2766074.0,104162750.52,4065.0
2010-3-2,16.1556,16.1689,15.811,15.9745,36.05,21.141,4228250.0,152433857.31,6871.0
2010-3-3,15.9392,16.0761,15.7713,15.8375,36.02,12.193,2438569.0,87846900.86,4188.0
2010-3-4,15.8508,16.0496,15.6122,15.6608,35.85,9.21,1841906.0,66035707.25,3512.0
2010-3-5,15.6608,15.8596,15.6299,15.7713,35.7,6.073,1214694.0,43360561.16,1919.0
2010-3-8,15.7271,15.9745,15.7094,15.8596,35.87,5.191,1038167.0,37241762.78,1851.0
2010-3-9,15.8508,15.8508,15.5106,15.705,35.46,4.738,947691.0,33607820.16,1755.0
2010-3-10,15.7139,15.895,15.599,15.7492,35.69,3.894,778897.0,27800858.3,1566.0
2010-3-11,15.6873,16.0894,15.5018,16.0584,35.68,7.666,1533199.0,54708939.12,2621.0
2010-3-12,15.9922,16.4207,15.8155,15.8375,36.62,11.792,2358392.0,86370672.58,4325.0
2010-3-15,15.9038,16.0584,15.2853,15.44,35.12,7.133,1426571.0,50105427.93,2877.0
2010-3-16,15.4002,15.5283,15.1572,15.3914,34.69,3.782,756448.0,26237723.42,1481.0
2010-3-17,15.3472,15.6829,15.3472,15.6741,35.24,4.722,944483.0,33280019.28,1781.0
2010-3-18,15.6918,15.7845,15.493,15.5504,35.36,3.984,796733.0,28175911.94,1442.0
2010-3-19,15.5416,15.8375,15.4576,15.6918,35.48,4.922,984331.0,34925931.29,1748.0
2010-3-22,15.6476,15.9436,15.6034,15.8508,35.75,4.709,941879.0,33672985.89,1779.0
2010-3-23,15.8508,15.8817,15.4532,15.5062,35.32,5.513,1102521.0,38940004.41,2023.0
2010-3-24,15.5151,16.0584,15.4532,16.054,35.79,9.868,1973543.0,70638789.95,3673.0
2010-3-25,15.9259,16.3677,15.9259,16.2617,36.73,12.798,2559519.0,94001304.55,4651.0
2010-3-26,16.3058,16.3058,15.9171,16.1556,36.5,7.347,1469476.0,53634949.35,2303.0
2010-3-29,16.1556,16.1556,16.1556,16.1556,0.0,0.0,0.0,0.0,0.0
2010-3-30,16.1689,16.6283,16.16,16.5223,37.2,11.109,2221725.0,82652308.64,3772.0
2010-3-31,16.7785,16.9862,16.4384,16.5665,37.92,12.483,2496585.0,94659522.87,4284.0
2010-4-1,16.6769,17.2159,16.4825,16.9199,38.37,12.649,2529877.0,97063048.39,4494.0
2010-4-2,16.8669,17.3396,16.8006,17.2512,38.63,9.973,1994677.0,77061130.12,3604.0
2010-4-6,17.2512,17.5737,17.1761,17.4942,39.28,8.184,1636895.0,64295983.06,3171.0
2010-4-7,17.5075,17.7593,17.2733,17.7593,39.65,11.798,2359669.0,93561734.8,4412.0
2010-4-8,17.7548,17.7548,17.0417,17.0417,38.63,11.253,2250574.0,86933651.8,4696.0
2010-4-9,17.0417,17.2211,16.7726,17.0641,37.87,8.543,1708547.0,64705349.69,3125.0
2010-4-12,17.0776,17.4678,16.9969,17.3736,38.49,9.297,1859469.0,71565478.06,3024.0
2010-4-13,17.3556,17.6651,16.2345,16.4587,37.54,12.113,2422570.0,90937557.3,4111.0
2010-4-14,16.369,16.6785,16.3466,16.5394,36.7,5.386,1077220.0,39534570.97,2006.0
2010-4-15,16.6112,16.674,15.7636,15.9519,36.04,6.35,1270091.0,45774630.93,2703.0
2010-4-16,15.9519,16.1986,15.9205,16.0551,35.86,3.001,600126.0,21520519.62,1260.0
2010-4-19,16.0551,16.4408,15.7053,15.786,35.98,5.354,1070812.0,38529417.74,2108.0
2010-4-20,15.7815,16.2748,15.4362,16.2479,35.26,4.516,903160.0,31847524.11,1872.0
2010-4-21,16.2569,16.9072,16.1493,16.8668,37.1,8.795,1759096.0,65265836.63,2867.0
2010-4-22,16.7951,17.2659,16.7502,17.1763,38.19,10.516,2103277.0,80318373.51,2923.0
2010-4-23,16.8399,16.8623,16.1493,16.2255,36.64,14.197,2839360.0,104030100.12,4128.0
2010-4-26,16.0551,16.0685,15.3151,15.3241,34.74,16.732,4183114.0,145304963.79,5595.0
2010-4-27,15.203,15.203,14.5752,14.8442,32.99,8.656,2164058.0,71394790.28,3194.0
2010-4-28,14.8442,15.4766,14.7456,15.3017,33.86,8.429,2107321.0,71355505.31,3025.0
2010-4-29,15.2658,15.5573,14.5752,14.6245,33.81,6.696,1673960.0,56602079.14,2560.0
2010-4-30,14.5707,14.8218,14.0953,14.3644,32.03,4.259,1064661.0,34103889.28,1982.0
2010-5-4,14.2164,14.4227,14.1177,14.324,31.8,3.33,832622.0,26478783.89,1252.0
2010-5-5,14.2164,14.7097,14.1401,14.6783,32.28,4.097,1024191.0,33057165.66,1763.0
2010-5-6,14.7321,15.2299,14.4944,14.5976,33.31,8.22,2054983.0,68447365.67,3422.0
2010-5-7,14.2612,15.0281,14.1087,14.9339,32.75,8.378,2094564.0,68603411.24,2647.0
2010-5-10,14.8308,15.1806,14.5886,14.9788,33.16,6.062,1515545.0,50262905.82,2192.0
2010-5-11,15.0685,15.3017,14.5796,14.5931,33.37,5.158,1289546.0,43031776.43,2059.0
2010-5-12,14.3958,14.5124,13.1356,13.1356,30.36,9.145,2286183.0,69400952.76,2760.0
2010-5-13,13.0055,13.2208,12.5481,13.1894,28.57,6.069,1517202.0,43341956.14,2175.0
2010-5-14,13.0055,13.2656,12.9293,13.0952,29.17,2.93,732613.0,21370899.16,1325.0
2010-5-17,12.9113,13.0055,11.835,11.835,27.65,4.25,1062498.0,29376459.61,1787.0
2010-5-18,12.0503,12.0817,11.4538,11.9292,26.24,4.241,1060181.0,27814268.28,1531.0
2010-5-19,11.8171,12.2431,11.6646,12.0323,26.79,3.196,799098.0,21406327.48,1351.0
2010-5-20,11.9875,12.1759,11.6153,11.7005,26.54,2.805,701136.0,18610887.46,1106.0
2010-5-21,11.3462,11.8844,11.2161,11.8799,25.83,3.783,945760.0,24426715.55,1589.0
2010-5-24,12.1086,12.5481,12.0189,12.4539,27.51,6.023,1505860.0,41426937.89,2360.0
2010-5-25,12.3687,12.4988,12.1534,12.3283,27.4,4.713,1178203.0,32278791.57,1833.0
2010-5-26,12.2745,12.4001,12.1983,12.3777,27.45,2.673,668178.0,18342391.35,1158.0
2010-5-27,12.3642,12.6647,12.1759,12.6288,27.78,3.392,847939.0,23555617.73,1520.0
2010-5-28,12.714,12.8575,12.4674,12.5929,28.25,4.504,1126042.0,31809459.02,1763.0
2010-5-31,12.5929,12.6198,11.983,11.9965,27.6,3.991,997768.0,27537070.65,1548.0
2010-6-1,11.974,11.974,11.5749,11.7722,26.17,2.813,703202.0,18403238.69,1148.0
2010-6-2,11.7767,12.2028,11.6512,12.1983,26.59,2.629,657316.0,17475378.31,1114.0
2010-6-3,12.1983,12.3777,12.0279,12.0279,27.32,2.875,718744.0,19637165.68,1226.0
2010-6-4,11.8036,12.2252,11.8036,12.1803,26.92,1.501,375328.0,10102324.46,724.0
2010-6-7,11.8844,12.6916,11.7857,12.6781,27.63,4.619,1154778.0,31911394.59,1868.0
2010-6-8,12.5795,12.9965,12.4674,12.9696,28.55,6.626,1656605.0,47298729.18,2329.0
2010-6-9,12.9607,13.1176,12.8037,12.9921,28.92,4.973,1243140.0,35946122.3,1742.0
2010-6-10,12.9517,13.1984,12.9517,13.019,29.18,3.076,768923.0,22438810.23,1217.0
2010-6-11,13.019,13.3194,13.019,13.2118,29.51,5.079,1269682.0,37464562.01,1718.0
2010-6-17,13.3239,13.4405,12.871,12.9158,29.21,3.541,885285.0,25860398.73,1336.0
2010-6-18,12.8261,12.9696,12.3866,12.5481,28.31,3.838,959394.0,27162518.43,1304.0
2010-6-21,12.4674,12.8261,12.2521,12.8261,28.18,2.098,524588.0,14782690.97,871.0
2010-6-22,12.7813,13.1311,12.7813,12.9607,28.92,2.474,618599.0,17887543.79,945.0
2010-6-23,12.9427,13.3194,12.8261,13.3015,29.09,3.918,979521.0,28493783.72,1290.0
2010-6-24,13.3015,13.4316,13.167,13.3329,29.69,4.268,1067105.0,31682254.21,1300.0
2010-6-25,13.2746,13.3329,12.8261,12.9741,29.07,2.581,645361.0,18763354.91,1019.0
2010-6-28,12.9158,12.9965,12.7858,12.8441,28.67,1.496,373997.0,10721339.29,574.0
2010-6-29,12.8934,13.0997,12.0637,12.1176,27.54,3.0,749916.0,20652363.38,1143.0
2010-6-30,11.9292,12.3597,11.7095,12.288,26.9,2.475,618863.0,16644441.15,949.0
2010-7-1,12.1534,12.5481,12.1534,12.288,27.46,1.376,344079.0,9447569.72,509.0
2010-7-2,12.288,12.3283,11.835,12.2207,27.03,1.848,461883.0,12483155.15,753.0
2010-7-5,12.0906,12.5257,11.7991,12.436,27.33,1.364,340907.0,9316570.4,648.0
2010-7-6,12.4046,12.6602,12.4046,12.6557,28.02,2.255,563798.0,15796992.59,957.0
2010-7-7,12.6512,12.7723,12.566,12.7364,28.29,1.506,376527.0,10650283.61,687.0
2010-7-8,12.7364,12.8082,12.5571,12.7992,28.32,1.876,468966.0,13283319.89,808.0
2010-7-9,12.8261,13.4316,12.8037,13.4091,29.41,7.998,1999551.0,58796905.45,2671.0
2010-7-12,13.3419,13.4405,13.0997,13.4271,29.66,4.761,1190128.0,35302782.27,1636.0
2010-7-13,13.3419,13.6244,13.149,13.5796,29.78,4.501,1125207.0,33513294.02,1496.0
2010-7-14,13.6827,13.7589,13.4091,13.5437,30.27,4.271,1067843.0,32321984.62,1707.0
2010-7-15,13.5437,13.9473,13.1894,13.2298,30.39,6.499,1624764.0,49380801.09,2664.0
2010-7-16,13.1894,13.3194,12.9607,13.1984,29.17,3.94,984975.0,28735729.22,1509.0
2010-7-19,13.0952,13.5392,13.0324,13.4226,29.8,2.689,672188.0,20033490.0,1183.0
2010-7-20,13.5392,13.7455,13.4674,13.6872,30.41,4.181,1045246.0,31790574.63,1547.0
2010-7-21,13.7006,13.9249,13.4674,13.5437,30.59,4.106,1026435.0,31402987.48,1629.0
2010-7-22,13.5213,13.8531,13.4809,13.8486,30.53,3.579,894807.0,27322552.45,1308.0
2010-7-23,13.8531,14.1043,13.5437,13.7993,30.61,4.203,1050762.0,32161116.64,1377.0
2010-7-26,13.7993,13.9025,13.5347,13.7993,30.54,3.103,775873.0,23692190.11,1152.0
2010-7-27,13.7231,14.028,13.6109,13.6289,30.73,3.326,831421.0,25549514.09,1260.0
2010-7-28,13.5482,13.8128,13.5482,13.8128,30.55,4.538,1134414.0,34653611.9,1529.0
2010-7-29,13.8083,13.8128,13.5302,13.6782,30.46,4.599,1149647.0,35021386.96,1834.0
2010-7-30,13.7814,13.7814,13.5033,13.6334,30.39,4.048,1011976.0,30750002.18,1589.0
2010-8-2,13.6513,14.1715,13.593,14.1177,31.2,8.347,2086811.0,65106022.92,3014.0
2010-8-3,14.1177,14.1177,13.8172,13.9025,31.14,7.024,1755901.0,54671455.75,2394.0
2010-8-4,13.9025,14.2836,13.8621,14.2836,31.5,8.227,2056656.0,64776151.51,2875.0
2010-8-5,14.333,14.5752,14.176,14.5752,32.02,8.587,2146663.0,68726478.84,2540.0
2010-8-6,14.5796,14.8891,14.4227,14.8801,32.63,9.328,2332033.0,76089844.55,2553.0
2010-8-9,14.8667,14.9922,14.7142,14.8846,33.19,7.199,1799658.0,59722634.91,2512.0
2010-8-10,14.8039,14.8846,14.2881,14.3509,32.43,6.931,1732706.0,56183551.93,2521.0
2010-8-11,14.2747,14.7097,14.2747,14.6648,32.46,3.795,948784.0,30800172.94,1480.0
2010-8-12,14.5034,14.6379,14.2702,14.3285,32.25,3.566,891378.0,28748232.32,1321.0
2010-8-13,14.2881,14.6155,14.2881,14.5572,32.38,2.604,650934.0,21075732.57,1052.0
2010-8-16,14.5572,14.8263,14.5348,14.7994,32.85,3.675,918800.0,30182824.08,1519.0
2010-8-17,14.9339,14.9384,14.5482,14.925,32.78,7.854,1963523.0,64361629.81,2225.0
2010-8-18,14.8667,15.0146,14.5841,14.9025,33.07,7.044,1761047.0,58232061.33,2763.0
2010-8-19,14.8128,14.8891,14.4406,14.6021,32.54,6.141,1535176.0,49948787.7,2626.0
2010-8-20,14.6021,14.6021,14.1715,14.1895,31.93,3.826,956397.0,30540066.68,1763.0
2010-8-23,14.1895,14.2523,14.0684,14.1043,31.61,2.363,590860.0,18675615.68,1091.0
2010-8-24,14.1087,14.4675,14.1043,14.3509,32.03,2.621,655282.0,20987442.87,1051.0
2010-8-25,14.2612,14.3509,13.8172,13.8217,31.45,2.418,604547.0,19012702.85,1192.0
2010-8-26,13.9114,13.9787,13.7679,13.898,30.91,1.875,468733.0,14486361.18,918.0
2010-8-27,13.9025,14.2523,13.7903,14.1267,31.43,2.021,505178.0,15876205.39,954.0
2010-8-30,14.1805,14.463,14.1132,14.3778,31.94,2.66,664890.0,21239550.35,1196.0
2010-8-31,14.3778,14.4182,14.1401,14.324,31.82,2.833,708282.0,22536353.43,1265.0
2010-9-1,14.324,14.3509,13.7545,13.8038,31.3,3.995,998714.0,31262704.08,1929.0
2010-9-2,13.9249,14.1087,13.7769,14.0504,31.13,3.653,913157.0,28426194.9,1433.0
2010-9-3,14.1222,14.5617,13.9608,14.4272,31.96,4.923,1230786.0,39340361.96,2269.0
2010-9-6,14.4451,14.5752,14.1715,14.2836,32.03,3.572,892966.0,28602891.96,1421.0
2010-9-7,14.3509,14.4585,14.2523,14.4585,32.07,2.084,521122.0,16714528.04,991.0
2010-9-8,14.4675,14.6962,14.4047,14.6424,32.53,3.958,989435.0,32189359.86,1659.0
2010-9-9,14.6604,14.6604,14.2209,14.2298,32.2,3.339,834741.0,26880134.6,1480.0
2010-9-10,14.2164,14.3375,13.9921,14.2164,31.57,2.623,655776.0,20700948.36,1106.0
2010-9-13,14.2164,14.62,14.1715,14.62,32.32,4.445,1111141.0,35912212.61,1519.0
2010-9-14,14.611,14.7007,14.4944,14.5886,32.53,2.698,674424.0,21935966.05,1162.0
2010-9-15,14.5124,14.5617,14.0594,14.0998,31.92,2.433,608294.0,19419604.82,1197.0
2010-9-16,14.1177,14.2298,13.3688,13.454,30.53,5.727,1431836.0,43717284.0,1888.0
2010-9-17,13.4585,13.6558,13.4585,13.5437,30.24,2.321,580212.0,17547689.96,872.0
2010-9-20,13.6782,13.6782,13.2836,13.2881,29.92,1.232,307900.0,9211965.67,633.0
2010-9-21,13.2567,13.436,13.1894,13.3284,29.7,1.094,273390.0,8119078.05,412.0
2010-9-27,13.454,13.5482,13.3284,13.5392,30.0,0.912,227978.0,6838401.93,433.0
2010-9-28,13.5616,13.5661,13.3867,13.463,30.03,0.954,238488.0,7162898.25,398.0
2010-9-29,13.5302,13.5706,13.3329,13.3553,29.95,0.875,218869.0,6554843.4,446.0
2010-9-30,13.4002,13.5257,13.2836,13.4854,29.97,1.085,271184.0,8126849.32,435.0
2010-10-8,13.6692,13.75,13.4988,13.732,30.5,2.132,533119.0,16260900.64,733.0
2010-10-11,13.7141,13.9428,13.5885,13.7455,30.74,2.724,681125.0,20940767.54,1041.0
2010-10-12,13.732,13.8711,13.6334,13.6962,30.61,2.076,518900.0,15883676.29,878.0
2010-10-13,13.8307,13.9025,13.6962,13.8083,30.78,2.02,504888.0,15540869.49,800.0
2010-10-14,13.8352,13.9473,13.454,13.5168,30.47,2.396,598965.0,18253137.59,947.0
2010-10-15,13.4585,13.5347,12.9158,13.0459,29.29,3.878,969514.0,28392800.21,1698.0
2010-10-18,12.9248,13.0593,12.5391,12.8396,28.27,3.167,791786.0,22387649.7,1517.0
2010-10-19,12.853,13.2208,12.714,13.1939,29.22,2.402,600468.0,17543159.47,1059.0
2010-10-20,12.9831,13.4091,12.9248,13.2701,29.39,3.086,771446.0,22675943.01,1227.0
2010-10-21,13.2656,13.3867,13.1401,13.3239,29.57,2.144,536103.0,15854041.44,961.0
2010-10-22,13.3329,13.454,13.1984,13.4271,29.76,2.467,616844.0,18354950.67,1040.0
2010-10-25,13.5437,13.732,13.454,13.7006,30.43,2.86,714917.0,21752359.34,1157.0
2010-10-26,13.7186,13.7634,13.5123,13.6827,30.31,2.36,590075.0,17882949.09,1050.0
2010-10-27,13.6289,13.6423,13.4719,13.5123,30.22,3.452,862961.0,26080203.86,1296.0
2010-10-28,13.5078,13.5347,13.3643,13.5213,29.94,2.76,689997.0,20659156.15,1159.0
2010-10-29,13.5796,13.8442,13.5437,13.8172,30.69,3.867,966692.0,29664533.77,1731.0
2010-11-1,13.9518,14.185,13.9204,14.1087,31.41,5.724,1431102.0,44945856.09,1946.0
2010-11-2,14.1043,14.2836,13.8576,13.8576,31.3,4.414,1103441.0,34540409.44,1859.0
2010-11-3,13.7769,13.9697,13.7231,13.7275,30.83,2.117,529264.0,16318160.8,1003.0
2010-11-4,13.7275,13.8576,13.6737,13.8128,30.73,2.97,742442.0,22818431.66,1082.0
2010-11-5,13.8486,14.1357,13.7679,14.1357,31.22,5.074,1268546.0,39603560.99,2004.0
2010-11-8,14.2388,14.4675,14.1715,14.4137,31.96,6.647,1661645.0,53105468.52,2468.0
2010-11-9,14.4541,14.6245,14.2971,14.3823,32.17,4.157,1039233.0,33436987.41,2038.0
2010-11-10,14.3599,14.7814,14.315,14.6873,32.58,5.355,1338728.0,43622419.93,2143.0
2010-11-11,14.6021,14.8667,14.4361,14.4361,32.8,6.333,1583333.0,51930613.37,2416.0
2010-11-12,14.4361,14.4675,13.5213,13.5885,31.17,6.109,1527337.0,47612984.96,2622.0
