,open,high,low,close,average,turn,volume,amount,tnum
2009-5-11,,,,,,,,,
2009-5-12,,,,,,,,,
2009-5-13,,,,,,,,,
2009-5-14,,,,,,,,,
2009-5-15,,,,,,,,,
2009-5-18,,,,,,,,,
2009-5-19,,,,,,,,,
2009-5-20,,,,,,,,,
2009-5-21,,,,,,,,,
2009-5-22,,,,,,,,,
2009-5-25,,,,,,,,,
2009-5-26,,,,,,,,,
2009-5-27,,,,,,,,,
2009-6-1,,,,,,,,,
2009-6-2,,,,,,,,,
2009-6-3,,,,,,,,,
2009-6-4,,,,,,,,,
2009-6-5,,,,,,,,,
2009-6-8,,,,,,,,,
2009-6-9,,,,,,,,,
2009-6-10,,,,,,,,,
2009-6-11,,,,,,,,,
2009-6-12,,,,,,,,,
2009-6-15,,,,,,,,,
2009-6-16,,,,,,,,,
2009-6-17,,,,,,,,,
2009-6-18,,,,,,,,,
2009-6-19,,,,,,,,,
2009-6-22,,,,,,,,,
2009-6-23,,,,,,,,,
2009-6-24,,,,,,,,,
2009-6-25,,,,,,,,,
2009-6-26,,,,,,,,,
2009-6-29,,,,,,,,,
2009-6-30,,,,,,,,,
2009-7-1,,,,,,,,,
2009-7-2,,,,,,,,,
2009-7-3,,,,,,,,,
2009-7-6,,,,,,,,,
2009-7-7,,,,,,,,,
2009-7-8,,,,,,,,,
2009-7-9,,,,,,,,,
2009-7-10,,,,,,,,,
2009-7-13,,,,,,,,,
2009-7-14,,,,,,,,,
2009-7-15,,,,,,,,,
2009-7-16,,,,,,,,,
2009-7-17,,,,,,,,,
2009-7-20,,,,,,,,,
2009-7-21,,,,,,,,,
2009-7-22,,,,,,,,,
2009-7-23,,,,,,,,,
2009-7-24,,,,,,,,,
2009-7-27,,,,,,,,,
2009-7-28,,,,,,,,,
2009-7-29,,,,,,,,,
2009-7-30,,,,,,,,,
2009-7-31,,,,,,,,,
2009-8-3,,,,,,,,,
2009-8-4,,,,,,,,,
2009-8-5,,,,,,,,,
2009-8-6,,,,,,,,,
2009-8-7,,,,,,,,,
2009-8-10,,,,,,,,,
2009-8-11,,,,,,,,,
2009-8-12,,,,,,,,,
2009-8-13,,,,,,,,,
2009-8-14,,,,,,,,,
2009-8-17,,,,,,,,,
2009-8-18,,,,,,,,,
2009-8-19,,,,,,,,,
2009-8-20,,,,,,,,,
2009-8-21,25.4787,28.47,24.082,28.1114,28.12,84.855,27153733.0,763480589.81,81404.0
2009-8-24,27.0829,30.5555,26.9036,29.2533,30.35,62.781,20090022.0,609686274.84,28421.0
2009-8-25,28.4512,28.7343,27.0829,28.1681,29.5,32.369,10357966.0,305560010.7,15527.0
2009-8-26,28.2153,29.9516,27.7623,28.9702,30.47,32.773,10487203.0,319499987.87,14561.0
2009-8-27,28.3568,28.5927,27.13,27.4131,29.56,26.621,8518694.0,251784248.16,12254.0
2009-8-28,26.8941,26.9885,24.837,24.9219,27.31,25.478,8152802.0,222620768.93,12768.0
2009-8-31,24.3463,25.6296,24.0915,24.9974,26.37,19.369,6198008.0,163427743.14,9478.0
2009-9-1,24.5916,24.9974,23.4026,23.9782,25.75,14.098,4511237.0,116165477.85,7122.0
2009-9-2,23.6102,24.9596,23.5159,24.5161,25.81,12.519,4006202.0,103387892.72,6234.0
2009-9-3,24.2519,25.1484,23.9782,25.054,26.19,16.696,5342870.0,139921844.77,7444.0
2009-9-4,24.7237,25.6108,24.6388,24.9596,26.58,13.758,4402538.0,117008162.31,6345.0
2009-9-7,24.9596,26.0448,24.8747,25.4598,27.11,17.178,5497092.0,149020939.21,7378.0
2009-9-8,25.2899,25.6485,24.903,25.4503,26.81,9.916,3173171.0,85063747.34,4443.0
2009-9-9,25.3371,26.9696,24.5256,26.6393,27.31,25.963,8308159.0,226925380.72,11885.0
2009-9-10,26.2336,27.2055,25.9033,26.3091,28.19,21.594,6909952.0,194759973.0,10181.0
2009-9-11,26.0448,27.734,25.573,26.847,28.57,20.337,6507797.0,185899278.15,9587.0
2009-9-14,26.9602,27.3377,26.4978,27.215,28.56,13.826,4424258.0,126364929.58,6301.0
2009-9-15,27.1017,27.2055,26.2619,26.2619,28.4,12.222,3910968.0,111078076.41,5789.0
2009-9-16,26.0354,28.8852,25.9127,28.8852,29.57,24.84,7948798.0,235042199.76,9719.0
2009-9-17,29.2533,30.2913,28.3662,28.6305,31.23,31.372,10039108.0,313559580.55,13662.0
2009-9-18,28.6305,28.6305,28.6305,28.6305,0.0,0.0,0.0,0.0,0.0
2009-9-21,27.8378,28.102,25.7806,27.2527,28.61,18.428,5896838.0,168696615.72,8593.0
2009-9-22,26.9602,28.3096,26.6393,27.1017,29.08,14.828,4744982.0,137988147.44,6712.0
2009-9-23,26.8753,27.6302,26.3751,27.0074,28.62,10.909,3490861.0,99920245.08,5230.0
2009-9-24,26.9413,27.6113,26.243,26.9885,28.66,10.244,3278187.0,93959749.11,4764.0
2009-9-25,27.0357,29.3665,26.611,28.1114,29.7,16.691,5340991.0,158633757.43,8040.0
2009-9-28,28.0265,28.5927,26.4317,26.5639,29.2,10.819,3461971.0,101091342.0,5760.0
2009-9-29,26.2525,26.5922,24.3557,24.9408,26.88,10.155,3249736.0,87363937.48,5192.0
2009-9-30,25.2899,25.7334,24.7049,24.8275,26.78,6.043,1933735.0,51789126.7,3429.0
2009-10-9,25.2711,26.0448,25.205,25.9316,27.26,6.531,2089853.0,56974221.02,3378.0
2009-10-12,25.9505,26.5355,25.7618,26.0543,27.81,1.222,1954945.0,54357454.87,3077.0
2009-10-13,26.0354,26.6299,25.8656,26.6299,27.83,5.146,1646676.0,45833250.4,2565.0
2009-10-14,26.6865,27.4981,26.5167,26.696,28.55,9.314,2980604.0,85106806.09,4354.0
2009-10-15,26.8941,27.6679,26.847,27.13,28.91,6.938,2220177.0,64177886.63,3659.0
2009-10-16,27.1395,27.6396,26.6771,27.2527,28.76,5.993,1917915.0,55158919.92,3142.0
2009-10-19,27.1772,27.9322,26.9885,27.5453,29.28,8.448,2703470.0,79155114.53,3845.0
2009-10-20,27.5547,28.989,27.5547,28.989,29.87,12.864,4116574.0,122947798.67,5408.0
2009-10-21,29.0079,29.7157,28.2153,28.2907,30.78,16.6,5312144.0,163502016.0,7712.0
2009-10-22,27.8661,31.1217,27.8661,31.1217,31.98,14.939,4780596.0,152871363.72,6024.0
2009-10-23,32.3485,34.2169,31.971,32.188,34.72,32.68,10457516.0,363117706.02,14776.0
2009-10-26,32.3296,33.9432,31.9144,33.311,34.97,20.54,6572729.0,229815721.67,9962.0
2009-10-27,32.5561,32.9807,31.1217,31.1406,33.66,17.785,5691066.0,191574222.28,9018.0
2009-10-28,31.0273,34.2546,30.9518,34.2546,34.49,18.935,6059213.0,208993817.8,9030.0
2009-10-29,33.4997,34.802,32.5561,32.9901,35.66,18.484,5915011.0,210905601.74,10050.0
2009-10-30,33.7356,33.9244,31.452,31.7068,34.55,22.015,7044724.0,243391006.74,10648.0
2009-11-2,30.2064,31.8672,29.7723,31.4425,32.85,11.503,3680876.0,120912030.12,6209.0
2009-11-3,31.1406,32.2918,31.1406,31.452,33.6,8.542,2733296.0,91839397.26,4984.0
2009-11-4,31.452,32.9052,31.452,32.037,34.15,8.818,2821830.0,96377314.85,4957.0
2009-11-5,31.754,32.4334,31.518,32.3201,33.86,7.166,2293028.0,77648843.51,3953.0
2009-11-6,32.4239,32.5561,31.6124,31.8766,33.85,7.027,2248590.0,76120238.93,3883.0
2009-11-9,31.754,34.3301,31.6596,33.5658,34.92,15.655,5009750.0,174916825.22,8116.0
2009-11-10,33.4997,33.8677,32.7637,32.8863,35.12,7.043,2253677.0,79157480.18,4431.0
2009-11-11,32.8958,33.4997,32.6882,32.7448,34.93,4.747,1519062.0,53066821.48,3044.0
2009-11-12,33.0562,33.3865,32.2541,32.3296,34.81,6.096,1950652.0,67898107.01,3518.0
2009-11-13,32.0842,32.9335,31.8955,32.7448,34.38,6.276,2008339.0,69052045.52,3340.0
2009-11-16,32.9996,33.7639,32.7448,33.1883,35.23,8.495,2718482.0,95782454.27,4374.0
2009-11-17,33.1223,33.3865,32.8392,33.2166,35.13,5.797,1855151.0,65175723.55,3298.0
2009-11-18,33.1977,33.2355,31.9144,32.0465,34.32,11.29,3612685.0,123991038.87,6573.0
2009-11-19,32.0465,33.2449,31.9993,32.9996,34.63,10.606,3393821.0,117518983.27,5352.0
2009-11-20,32.9713,32.9713,32.3485,32.5372,34.59,8.406,2690025.0,93045646.0,4039.0
2009-11-23,31.9427,34.1603,31.9427,33.896,35.01,27.033,8650599.0,302852645.46,10428.0
2009-11-24,33.8489,34.2263,31.8578,32.273,35.27,14.534,5813501.0,205043402.65,8534.0
2009-11-25,32.2918,34.2075,31.6124,33.8394,35.04,13.311,5324391.0,186579914.75,7985.0
2009-11-26,33.9715,36.0004,33.6884,34.1886,36.82,18.724,7489460.0,275736046.12,11669.0
2009-11-27,33.5091,33.8677,32.0842,32.4617,34.78,11.112,4444884.0,154597513.18,6741.0
2009-11-30,32.9807,33.5375,32.3862,33.4808,34.97,8.593,3437191.0,120187940.63,4855.0
2009-12-1,33.2921,35.1417,33.2166,35.0096,36.45,11.687,4674986.0,170413795.79,7465.0
2009-12-2,35.4814,35.6984,34.566,35.0662,37.18,11.462,4584694.0,170481802.03,6846.0
2009-12-3,34.7265,36.1231,34.5377,35.8022,37.64,9.838,3935043.0,148102012.13,6272.0
2009-12-4,35.3776,35.5569,32.8014,33.2355,36.03,14.632,5852808.0,210848252.12,9927.0
2009-12-7,33.0279,33.7828,32.943,33.4525,35.42,5.488,2195340.0,77762362.64,3458.0
2009-12-8,33.4808,33.5941,32.3673,32.6504,34.74,7.3,2920093.0,101435224.14,5154.0
2009-12-9,32.273,32.6504,31.9899,32.1786,34.25,4.888,1955327.0,66968300.36,3539.0
2009-12-10,32.273,32.9146,32.273,32.5561,34.59,4.046,1618446.0,55976684.32,3056.0
2009-12-11,32.8392,32.9996,31.9804,32.0842,34.3,6.039,2415613.0,82845300.81,4143.0
2009-12-14,32.2635,32.9807,32.1314,32.9807,34.48,5.586,2234300.0,77033826.83,4139.0
2009-12-15,33.2166,33.3959,32.7259,32.9807,35.06,4.484,1793691.0,62882063.12,3210.0
2009-12-16,32.8863,33.1883,32.0937,32.2447,34.49,4.735,1894037.0,65328830.64,3487.0
2009-12-17,32.1786,32.5277,30.2913,30.4045,32.89,7.669,3067661.0,100892123.11,6036.0
2009-12-18,30.0082,30.1781,28.8098,29.3476,31.23,4.945,1977979.0,61773442.41,3702.0
2009-12-21,29.3948,30.0271,29.3759,29.895,31.52,2.669,1067402.0,33649795.07,2122.0
2009-12-22,29.895,30.3479,29.3948,29.4797,31.65,4.276,1710249.0,54124804.27,2993.0
2009-12-23,29.6307,30.7442,29.1778,30.2724,31.75,4.975,1989933.0,63178217.87,3342.0
2009-12-24,30.2913,31.6124,30.0648,31.1406,32.82,5.574,2229435.0,73173657.62,4076.0
2009-12-25,30.9613,31.6879,30.7726,30.8858,33.1,4.802,1920664.0,63578799.52,3101.0
2009-12-28,31.1406,31.5841,31.0273,31.3199,33.12,3.872,1548631.0,51292155.49,2413.0
2009-12-29,31.1595,31.7728,30.9707,31.754,33.32,4.729,1891545.0,63024493.77,3016.0
2009-12-30,31.6218,31.8483,30.9424,31.0934,33.08,4.393,1757138.0,58119991.73,2943.0
2009-12-31,31.2066,31.4425,30.5744,31.3387,32.82,4.547,1818960.0,59698025.47,3334.0
2010-1-4,31.6124,32.1314,31.4237,31.8483,33.83,5.74,2296085.0,77667153.79,3941.0
2010-1-5,31.9144,33.1034,31.3104,32.7259,34.29,7.514,3005544.0,103067043.19,5283.0
2010-1-6,32.7448,33.1223,32.4145,32.4428,34.75,5.541,2216587.0,77034119.2,3934.0
2010-1-7,32.4334,32.6316,31.2349,31.3954,33.78,5.062,2024905.0,68409712.55,4074.0
2010-1-8,31.0462,31.8955,30.9518,31.8578,33.28,4.152,1660865.0,55273537.77,2905.0
2010-1-11,31.754,33.2921,31.7162,33.1128,34.76,8.647,3458774.0,120218366.39,6234.0
2010-1-12,33.311,34.6132,33.1694,33.5941,35.96,12.21,4883948.0,175650781.98,8800.0
2010-1-13,32.9335,34.802,32.8486,34.4717,36.23,13.914,5565570.0,201649527.51,8429.0
2010-1-14,34.8963,37.916,34.8774,37.916,39.38,9.084,3633557.0,143099004.25,4179.0
2010-1-15,40.1053,40.1713,36.8025,37.5669,40.67,26.11,10443870.0,424718207.13,15563.0
2010-1-18,37.7462,38.9635,37.4631,37.699,40.39,14.759,5903564.0,238418888.3,9233.0
2010-1-19,37.4631,38.1897,36.425,37.4819,39.63,11.953,4781336.0,189502508.09,7526.0
2010-1-20,36.8214,37.3687,33.9527,34.2546,37.59,15.133,6053288.0,227564690.52,10657.0
2010-1-21,34.1697,35.2927,33.6884,34.9152,36.57,7.783,3113229.0,113851443.28,5211.0
2010-1-22,34.0282,34.6698,33.2355,34.1131,36.11,7.256,2902386.0,104797179.46,4917.0
2010-1-25,33.7262,35.17,33.5658,34.4434,36.67,7.114,2845411.0,104354084.32,4419.0
2010-1-26,34.4434,34.5377,32.4145,32.8392,35.46,6.195,2477985.0,87858964.22,4598.0
2010-1-27,32.8392,33.7356,32.1786,32.2163,35.09,4.521,1808473.0,63462055.05,3498.0
2010-1-28,32.2352,33.1411,32.0842,32.8392,34.61,4.842,1936724.0,67034893.59,3353.0
2010-1-29,32.5655,34.2075,32.3485,33.3487,35.63,5.987,2394846.0,85336782.76,4293.0
2010-2-1,33.1034,33.4525,31.1406,31.7823,34.06,6.101,2440391.0,83119711.1,4522.0
2010-2-2,32.0842,32.4051,31.4331,31.5935,33.86,3.85,1540150.0,52153897.1,2854.0
2010-2-3,31.5935,32.0276,29.7345,31.3482,32.7,4.488,1795209.0,58710191.51,3669.0
2010-2-4,31.4142,32.0465,30.7726,31.1972,33.36,3.502,1400685.0,46725597.67,2848.0
2010-2-5,30.2158,30.7537,29.7817,30.0459,32.01,4.105,1641966.0,52557051.53,3363.0
2010-2-8,30.1781,30.631,30.0271,30.3857,32.12,1.943,777273.0,24964833.48,1460.0
2010-2-9,30.3007,30.5272,29.9421,30.2724,32.01,1.839,735685.0,23547049.25,1457.0
2010-2-10,30.4045,31.518,30.4045,31.4897,32.87,3.687,1474990.0,48483701.35,3050.0
2010-2-11,31.4897,32.0182,31.2633,31.518,33.58,3.034,1213427.0,40743554.03,2348.0
2010-2-12,31.669,32.2258,31.4709,32.0937,33.8,2.576,1030512.0,34836248.33,1943.0
2010-2-22,32.0937,32.707,31.8294,32.0937,34.17,3.93,1572032.0,53723264.67,2497.0
2010-2-23,32.2258,32.4239,31.1406,32.3201,33.66,3.538,1415239.0,47634028.1,2467.0
2010-2-24,32.1786,34.0942,31.8106,33.981,35.62,7.396,2958236.0,105377486.66,4950.0
2010-2-25,34.1131,34.717,34.0659,34.3113,36.39,7.08,2832135.0,103051640.2,4170.0
2010-2-26,33.981,34.2829,33.6224,33.8772,35.93,4.658,1863338.0,66950675.56,3174.0
2010-3-1,33.8772,34.1508,33.7356,33.9055,35.96,4.474,1789641.0,64348543.13,2663.0
2010-3-2,33.8866,35.0662,33.3393,34.8303,36.19,7.552,3020650.0,109330395.68,5290.0
2010-3-3,34.7736,34.868,34.3301,34.6227,36.62,3.97,1587895.0,58149988.62,2712.0
2010-3-4,34.5944,34.8397,32.6504,32.6976,35.66,5.363,2145287.0,76501795.57,4540.0
2010-3-5,33.009,33.2449,32.0842,32.6504,34.75,3.354,1341466.0,46610649.0,2273.0
2010-3-8,33.009,33.3865,32.7542,32.943,35.0,2.81,1123982.0,39338505.36,2064.0
2010-3-9,33.009,33.8772,32.9146,33.3582,35.46,3.89,1555990.0,55174214.99,2709.0
2010-3-10,33.4714,34.6321,33.4714,33.83,36.1,4.85,1940173.0,70041860.79,3811.0
2010-3-11,33.7262,34.3301,32.8392,33.2921,35.32,5.228,2091357.0,73861816.17,3526.0
2010-3-12,33.2921,34.1508,33.0373,33.2166,35.61,4.219,1687615.0,60092094.7,3413.0
2010-3-15,33.0562,35.1794,32.792,34.8208,36.32,9.366,3746223.0,136048321.02,6433.0
2010-3-16,34.4905,35.2172,34.1225,34.7265,36.8,6.303,2521159.0,92787102.03,4376.0
2010-3-17,34.9152,35.9532,34.4528,35.906,37.43,7.781,3112298.0,116508584.7,5487.0
2010-3-18,35.906,36.0476,35.387,35.5663,37.77,5.69,2276021.0,85964460.5,3978.0
2010-3-19,35.4814,35.7456,34.5944,35.321,37.22,5.626,2250499.0,83771545.44,3868.0
2010-3-22,35.387,36.1325,34.7359,35.7456,37.65,6.954,2781780.0,104732898.9,4483.0
2010-3-23,34.4434,34.4434,33.5941,33.9244,36.1,14.026,5610395.0,202558353.12,8974.0
2010-3-24,33.896,34.6227,33.6696,34.1414,36.23,7.982,3192648.0,115668079.16,4660.0
2010-3-25,34.1037,35.7645,33.9715,35.1889,37.1,12.265,4906077.0,182031555.32,8177.0
2010-3-26,35.2077,35.3681,34.5,35.0945,37.08,6.149,2459529.0,91195135.49,4250.0
2010-3-29,34.9152,35.1039,33.7356,34.2263,36.34,8.934,3573675.0,129884631.86,5302.0
2010-3-30,34.2452,34.6321,34.1603,34.5755,36.53,4.769,1907407.0,69671986.56,3217.0
2010-3-31,34.5755,35.2455,34.2641,34.9812,36.97,7.515,3006157.0,111141684.22,4638.0
2010-4-1,35.1889,35.8211,35.1134,35.6701,37.55,9.577,3830994.0,143866606.53,6055.0
2010-4-2,35.4719,37.5574,35.387,35.5003,38.34,11.273,4509335.0,172874247.3,7073.0
2010-4-6,35.6512,36.7553,35.019,36.7081,38.17,11.64,4655925.0,177727994.6,7122.0
2010-4-7,36.6138,38.0293,36.2552,37.5574,39.56,12.444,4977564.0,196932373.99,7320.0
2010-4-8,37.3215,37.7273,36.6138,36.944,39.26,8.039,3215746.0,126257765.47,5321.0
2010-4-9,37.2366,38.7653,37.2271,38.1425,40.56,13.927,5570944.0,225965305.12,7598.0
2010-4-12,38.218,40.2468,37.8594,40.2185,41.86,16.169,6467652.0,270707965.1,8049.0
2010-4-13,40.143,40.143,36.1986,37.0101,40.07,12.347,4938741.0,197908979.09,8354.0
2010-4-14,36.8025,37.1705,35.8777,36.6893,38.78,5.714,2285644.0,88629233.27,3600.0
2010-4-15,36.7081,36.9818,34.9152,35.1983,37.74,7.129,2851567.0,107625270.33,4710.0
2010-4-16,35.1983,35.1983,35.1983,35.1983,0.0,0.0,0.0,0.0,0.0
2010-4-19,35.3493,35.8117,34.5944,34.5944,37.49,6.638,2655278.0,99542298.55,3756.0
2010-4-20,34.6132,35.0567,33.311,34.9058,36.23,6.248,2499187.0,90554204.01,3523.0
2010-4-21,35.0001,36.4911,34.7453,36.1703,37.98,7.293,2917205.0,110792396.17,4050.0
2010-4-22,36.6138,37.4725,36.3307,36.7081,39.24,6.663,2665298.0,104580047.78,4678.0
2010-4-23,36.7081,37.4347,36.0004,36.0476,38.69,4.512,1804865.0,69836303.08,3119.0
2010-4-26,36.0853,36.3684,35.0096,35.4908,37.76,4.117,1646949.0,62183441.85,2940.0
2010-4-27,35.4153,35.4153,33.6884,34.1225,36.23,4.752,1900871.0,68863290.8,3313.0
2010-4-28,33.9715,35.7267,33.311,35.7267,36.75,5.379,2151518.0,79065132.86,2846.0
2010-4-29,35.6701,36.208,34.9529,35.7456,37.84,5.185,2074165.0,78494188.65,3121.0
2010-4-30,35.5758,35.7362,32.4617,33.2544,35.57,4.802,1920941.0,68331011.16,3583.0
2010-5-4,32.3673,33.6884,32.1597,33.0184,35.11,1.752,700761.0,24601942.69,1249.0
2010-5-5,33.0184,35.1134,32.5938,34.9152,36.1,3.514,1405408.0,50736456.61,2297.0
2010-5-6,34.717,35.0756,33.4053,33.462,36.38,2.92,1167986.0,42496436.02,2167.0
2010-5-7,32.5561,34.8586,32.4617,34.047,36.16,3.578,1431122.0,51752928.71,2357.0
2010-5-10,33.981,34.4245,32.7259,33.7545,35.77,2.176,870337.0,31131438.16,1640.0
2010-5-11,34.3018,34.9152,32.8392,33.462,36.22,3.876,1550248.0,56152310.42,2511.0
2010-5-12,33.0184,33.2166,31.1406,31.8011,33.91,3.065,1225807.0,41561700.94,2249.0
2010-5-13,32.0937,32.641,30.6782,32.6316,33.84,2.257,902850.0,30551194.47,1872.0
2010-5-14,32.2635,33.0468,31.8955,32.792,34.43,2.395,958162.0,32993186.56,1892.0
2010-5-17,32.273,32.4523,30.9235,30.9518,33.55,1.767,706919.0,23719389.11,1564.0
2010-5-18,30.8197,32.037,30.8197,31.8106,33.38,2.474,989743.0,33040912.88,1474.0
2010-5-19,31.6124,33.0373,31.5275,32.49,34.26,2.797,1118616.0,38326148.62,1885.0
2010-5-20,32.0937,32.8392,31.6218,31.6879,34.03,1.751,700542.0,23838419.81,1313.0
2010-5-21,31.084,32.6127,30.5555,32.5466,33.86,1.954,781574.0,26460297.44,1453.0
2010-5-24,32.8203,33.7356,32.6504,33.5752,35.37,3.519,1407611.0,49784822.48,2214.0
2010-5-25,33.5186,33.8772,33.0373,33.4997,35.46,2.057,822630.0,29173462.34,1569.0
2010-5-26,33.5186,33.8206,33.311,33.528,35.56,1.677,670672.0,23846191.29,1090.0
2010-5-27,33.528,34.2546,33.2355,34.0659,35.81,2.154,861546.0,30856196.7,1601.0
2010-5-28,34.2358,34.5377,33.5563,33.8206,36.02,2.371,948398.0,34165771.7,1796.0
2010-5-31,33.8871,34.4953,33.0698,33.0698,35.49,1.881,752522.0,26708398.5,1536.0
2010-6-1,32.7942,33.2599,32.1195,32.7562,34.36,1.423,569205.0,19555220.9,1210.0
2010-6-2,32.7657,33.4309,32.6517,33.4309,34.85,1.441,576448.0,20091326.43,1092.0
2010-6-3,33.64,33.9061,33.1173,33.1173,35.35,1.601,640354.0,22634699.17,1252.0
2010-6-4,33.1554,33.735,32.3666,33.545,34.86,0.935,373802.0,13030199.61,836.0
2010-6-7,32.7847,34.4953,32.4997,34.3052,35.8,2.875,1149910.0,41164859.5,2032.0
2010-6-8,34.2197,35.9207,34.1151,35.0654,36.97,4.174,1669727.0,61731655.68,3159.0
2010-6-9,35.1605,35.7211,34.6948,35.417,37.06,3.444,1377666.0,51059435.31,2237.0
2010-6-10,35.1605,35.6261,35.1605,35.3125,37.23,2.228,891113.0,33179338.33,1607.0
2010-6-11,35.5216,35.6166,34.7613,34.7803,36.93,2.235,893885.0,33012480.18,1721.0
2010-6-17,34.7803,35.4455,34.3052,34.5523,36.83,1.672,668672.0,24626321.95,1049.0
2010-6-18,34.4002,34.6853,33.2694,33.3549,35.75,2.363,945286.0,33790776.98,1564.0
2010-6-21,33.621,34.1817,32.5852,33.9061,35.33,1.444,577642.0,20409159.48,1030.0
2010-6-22,34.0106,34.2387,33.64,33.792,35.62,1.728,691307.0,24625833.75,1461.0
2010-6-23,33.792,34.2102,33.2124,33.3644,35.42,1.287,514771.0,18234229.21,1071.0
2010-6-24,33.1459,34.2102,33.1459,34.0011,35.71,1.695,678081.0,24215959.17,1187.0
2010-6-25,33.8301,34.0011,32.9558,33.4024,35.18,1.121,448532.0,15778075.6,955.0
2010-6-28,33.0508,33.3549,31.6444,31.825,33.97,1.988,795206.0,27016839.18,1747.0
2010-6-29,31.9105,32.2146,30.0099,30.143,32.34,2.044,817536.0,26441267.41,1516.0
2010-6-30,30.124,30.4946,29.7628,30.238,31.72,1.322,528992.0,16778210.34,910.0
2010-7-1,30.2475,30.6846,29.4873,29.6013,31.68,1.311,524336.0,16608747.71,904.0
2010-7-2,29.8294,30.1715,27.0831,27.4347,29.22,5.362,2144660.0,62665023.2,2439.0
2010-7-5,27.1781,27.1781,26.2278,26.5984,28.11,2.254,901436.0,25338463.25,1310.0
2010-7-6,26.4179,27.3681,26.4179,27.2256,28.53,1.803,721185.0,20574469.13,1286.0
2010-7-7,27.4537,27.4632,26.6079,27.0831,28.37,3.323,1329126.0,37701720.32,2560.0
2010-7-8,27.3966,27.4822,26.6364,26.9785,28.5,3.172,1268610.0,36160714.18,2365.0
2010-7-9,26.893,28.0713,26.855,27.8528,28.93,4.139,1655411.0,47896517.86,2815.0
2010-7-12,27.8528,28.1664,27.6247,28.1379,29.35,3.354,1341677.0,39382022.25,2100.0
2010-7-13,27.8623,27.8623,26.988,27.3586,28.82,2.751,1100351.0,31715046.31,1950.0
2010-7-14,27.4157,30.0859,27.4157,29.0216,30.41,6.858,2743257.0,83410247.27,4710.0
2010-7-15,28.6225,29.0121,28.2899,28.4229,30.18,2.875,1149829.0,34706446.49,1961.0
2010-7-16,28.3089,28.8696,27.7482,28.6795,29.66,2.003,801120.0,23759211.16,1487.0
2010-7-19,28.3184,29.0406,28.0999,28.9931,30.13,2.047,818764.0,24671638.54,1415.0
2010-7-20,28.9741,29.6393,28.6985,29.6393,30.84,2.545,1017965.0,31391231.26,1702.0
2010-7-21,29.6108,29.7438,29.0406,29.2687,30.92,2.22,888032.0,27459738.48,1690.0
2010-7-22,29.1832,29.4588,28.7651,29.4398,30.64,2.942,1176658.0,36058625.42,1783.0
