,open,high,low,close,average,turn,volume,amount,tnum
2009-1-5,3.2933,3.3517,3.2348,3.342,3.39,1.071,8752265.0,29709631.08,4942.0
2009-1-6,3.342,3.5271,3.303,3.4882,3.54,1.646,13443303.0,47556300.68,7629.0
2009-1-7,3.4882,3.6051,3.4589,3.5076,3.63,2.031,16593937.0,60163583.49,7608.0
2009-1-8,3.5271,3.7999,3.5076,3.6441,3.75,4.3,35128602.0,131853632.2,19105.0
2009-1-9,3.5564,3.7123,3.5369,3.683,3.76,2.508,20488264.0,77069519.42,11068.0
2009-1-12,3.6635,3.7123,3.5661,3.6538,3.74,2.195,17931361.0,67061748.63,10338.0
2009-1-13,3.6246,3.7512,3.5856,3.6538,3.79,2.538,20730309.0,78532141.82,11857.0
2009-1-14,3.6733,3.8584,3.6051,3.8487,3.86,3.511,28677141.0,110664300.51,15904.0
2009-1-15,3.7999,3.9266,3.7512,3.8194,3.94,3.351,27374362.0,107868033.91,14417.0
2009-1-16,3.8487,3.9364,3.7707,3.7902,3.96,2.81,22958334.0,90855431.76,11244.0
2009-1-19,3.7999,3.8584,3.683,3.7415,3.86,1.89,15441858.0,59614188.28,9076.0
2009-1-20,3.7123,3.8389,3.7025,3.8389,3.89,1.589,12981443.0,50449539.92,6984.0
2009-1-21,3.7999,3.9266,3.7805,3.8487,3.98,2.916,23816391.0,94794755.79,11471.0
2009-1-22,3.8974,3.9266,3.8194,3.8584,3.97,1.924,15719277.0,62343325.06,8245.0
2009-1-23,3.8584,3.9071,3.8097,3.8487,3.96,1.743,14241163.0,56439250.86,7678.0
2009-2-2,3.9071,4.024,3.8876,3.9851,4.07,3.308,27022457.0,109919692.84,14568.0
2009-2-3,4.024,4.063,3.9558,4.0435,4.13,3.397,27747740.0,114555958.88,14697.0
2009-2-4,4.0435,4.2774,3.9656,4.2579,4.2,6.188,50552613.0,212230898.13,26713.0
2009-2-5,4.1897,4.2774,4.0435,4.0825,4.29,5.172,42251564.0,181060518.13,22815.0
2009-2-6,4.0728,4.2774,4.0728,4.2481,4.32,3.796,36610372.0,158335201.29,18097.0
2009-2-9,4.2871,4.443,4.2287,4.3358,4.46,4.653,44877937.0,200017179.8,22061.0
2009-2-10,4.2871,4.5599,4.2092,4.5112,4.51,4.638,44725880.0,201676111.47,22910.0
2009-2-11,4.4235,4.7061,4.3748,4.482,4.67,5.139,49562397.0,231573051.51,24595.0
2009-2-12,4.5015,4.7256,4.3553,4.6379,4.66,4.682,45154572.0,210245462.39,23104.0
2009-2-13,4.6281,4.9399,4.5794,4.8815,4.89,5.106,49246451.0,240851629.83,23336.0
2009-2-16,4.9107,5.0471,4.7938,5.0471,5.05,6.684,64463920.0,325595724.18,33476.0
2009-2-17,5.0763,5.3394,4.9789,5.0179,5.28,7.753,74767838.0,394667149.26,44033.0
2009-2-18,4.8717,5.0276,4.6087,4.6087,4.94,4.961,47841799.0,236249515.8,31481.0
2009-2-19,4.6769,4.7938,4.5989,4.7256,4.82,2.78,26813576.0,129330629.6,16666.0
2009-2-20,4.7743,4.823,4.6379,4.823,4.88,2.68,25845052.0,126125348.33,15108.0
