,open,high,low,close,average,turn,volume,amount,tnum
2009-5-11,,,,,,,,,
2009-5-12,,,,,,,,,
2009-5-13,,,,,,,,,
2009-5-14,,,,,,,,,
2009-5-15,,,,,,,,,
2009-5-18,,,,,,,,,
2009-5-19,,,,,,,,,
2009-5-20,,,,,,,,,
2009-5-21,,,,,,,,,
2009-5-22,,,,,,,,,
2009-5-25,,,,,,,,,
2009-5-26,,,,,,,,,
2009-5-27,,,,,,,,,
2009-6-1,,,,,,,,,
2009-6-2,,,,,,,,,
2009-6-3,,,,,,,,,
2009-6-4,,,,,,,,,
2009-6-5,,,,,,,,,
2009-6-8,,,,,,,,,
2009-6-9,,,,,,,,,
2009-6-10,,,,,,,,,
2009-6-11,,,,,,,,,
2009-6-12,,,,,,,,,
2009-6-15,,,,,,,,,
2009-6-16,,,,,,,,,
2009-6-17,,,,,,,,,
2009-6-18,,,,,,,,,
2009-6-19,,,,,,,,,
2009-6-22,,,,,,,,,
2009-6-23,,,,,,,,,
2009-6-24,,,,,,,,,
2009-6-25,,,,,,,,,
2009-6-26,,,,,,,,,
2009-6-29,,,,,,,,,
2009-6-30,,,,,,,,,
2009-7-1,,,,,,,,,
2009-7-2,,,,,,,,,
2009-7-3,,,,,,,,,
2009-7-6,,,,,,,,,
2009-7-7,,,,,,,,,
2009-7-8,,,,,,,,,
2009-7-9,,,,,,,,,
2009-7-10,,,,,,,,,
2009-7-13,,,,,,,,,
2009-7-14,,,,,,,,,
2009-7-15,,,,,,,,,
2009-7-16,,,,,,,,,
2009-7-17,,,,,,,,,
2009-7-20,,,,,,,,,
2009-7-21,,,,,,,,,
2009-7-22,,,,,,,,,
2009-7-23,,,,,,,,,
2009-7-24,,,,,,,,,
2009-7-27,,,,,,,,,
2009-7-28,,,,,,,,,
2009-7-29,,,,,,,,,
2009-7-30,,,,,,,,,
2009-7-31,,,,,,,,,
2009-8-3,,,,,,,,,
2009-8-4,,,,,,,,,
2009-8-5,,,,,,,,,
2009-8-6,,,,,,,,,
2009-8-7,,,,,,,,,
2009-8-10,,,,,,,,,
2009-8-11,,,,,,,,,
2009-8-12,,,,,,,,,
2009-8-13,,,,,,,,,
2009-8-14,,,,,,,,,
2009-8-17,,,,,,,,,
2009-8-18,,,,,,,,,
2009-8-19,,,,,,,,,
2009-8-20,,,,,,,,,
2009-8-21,,,,,,,,,
2009-8-24,,,,,,,,,
2009-8-25,,,,,,,,,
2009-8-26,,,,,,,,,
2009-8-27,,,,,,,,,
2009-8-28,,,,,,,,,
2009-8-31,,,,,,,,,
2009-9-1,,,,,,,,,
2009-9-2,,,,,,,,,
2009-9-3,,,,,,,,,
2009-9-4,,,,,,,,,
2009-9-7,,,,,,,,,
2009-9-8,,,,,,,,,
2009-9-9,,,,,,,,,
2009-9-10,,,,,,,,,
2009-9-11,,,,,,,,,
2009-9-14,,,,,,,,,
2009-9-15,,,,,,,,,
2009-9-16,,,,,,,,,
2009-9-17,,,,,,,,,
2009-9-18,,,,,,,,,
2009-9-21,,,,,,,,,
2009-9-22,,,,,,,,,
2009-9-23,,,,,,,,,
2009-9-24,,,,,,,,,
2009-9-25,,,,,,,,,
2009-9-28,,,,,,,,,
2009-9-29,,,,,,,,,
2009-9-30,,,,,,,,,
2009-10-9,,,,,,,,,
2009-10-12,,,,,,,,,
2009-10-13,,,,,,,,,
2009-10-14,,,,,,,,,
2009-10-15,,,,,,,,,
2009-10-16,,,,,,,,,
2009-10-19,,,,,,,,,
2009-10-20,,,,,,,,,
2009-10-21,,,,,,,,,
2009-10-22,,,,,,,,,
2009-10-23,,,,,,,,,
2009-10-26,,,,,,,,,
2009-10-27,,,,,,,,,
2009-10-28,,,,,,,,,
2009-10-29,,,,,,,,,
2009-10-30,,,,,,,,,
2009-11-2,,,,,,,,,
2009-11-3,,,,,,,,,
2009-11-4,,,,,,,,,
2009-11-5,,,,,,,,,
2009-11-6,,,,,,,,,
2009-11-9,,,,,,,,,
2009-11-10,,,,,,,,,
2009-11-11,,,,,,,,,
2009-11-12,,,,,,,,,
2009-11-13,,,,,,,,,
2009-11-16,,,,,,,,,
2009-11-17,,,,,,,,,
2009-11-18,,,,,,,,,
2009-11-19,,,,,,,,,
2009-11-20,,,,,,,,,
2009-11-23,,,,,,,,,
2009-11-24,,,,,,,,,
2009-11-25,,,,,,,,,
2009-11-26,,,,,,,,,
2009-11-27,,,,,,,,,
2009-11-30,,,,,,,,,
2009-12-1,,,,,,,,,
2009-12-2,,,,,,,,,
2009-12-3,,,,,,,,,
2009-12-4,,,,,,,,,
2009-12-7,,,,,,,,,
2009-12-8,,,,,,,,,
2009-12-9,,,,,,,,,
2009-12-10,,,,,,,,,
2009-12-11,,,,,,,,,
2009-12-14,,,,,,,,,
2009-12-15,,,,,,,,,
2009-12-16,,,,,,,,,
2009-12-17,,,,,,,,,
2009-12-18,,,,,,,,,
2009-12-21,,,,,,,,,
2009-12-22,,,,,,,,,
2009-12-23,,,,,,,,,
2009-12-24,,,,,,,,,
2009-12-25,8.8908,9.4772,8.4463,8.4559,74.21,71.888,9661747.0,717010584.75,38617.0
2009-12-28,8.3958,8.8187,8.3502,8.5064,71.46,21.006,2823223.0,201759499.05,9267.0
2009-12-29,8.4583,8.7082,8.4139,8.6626,71.1,15.879,2134155.0,151742486.77,6715.0
2009-12-30,8.6241,8.7034,8.4655,8.492,71.2,13.178,1771074.0,126105361.43,5391.0
2009-12-31,8.4823,8.6157,8.4175,8.5136,70.73,7.584,1019272.0,72095042.84,3289.0
2010-1-4,8.6517,9.1383,8.6037,8.9593,74.5,26.99,3627417.0,270247685.52,11290.0
2010-1-5,8.9629,8.9725,8.7346,8.8488,73.46,13.21,1775468.0,130424584.2,4991.0
2010-1-6,8.7827,9.1311,8.7827,8.7851,74.46,12.757,1714526.0,127669479.35,5236.0
2010-1-7,8.7707,8.7707,8.516,8.5544,71.92,10.323,1387438.0,99786651.92,4152.0
2010-1-8,8.4727,8.5532,8.0438,8.2,68.88,16.236,2182159.0,150317229.42,6351.0
2010-1-11,8.6025,8.9966,8.4944,8.6385,72.52,18.087,2430874.0,176287692.91,6287.0
2010-1-12,8.552,8.8896,8.552,8.7334,73.08,12.951,1740600.0,127207584.46,4583.0
2010-1-13,8.5508,9.5637,8.5304,9.2453,75.19,18.467,2481989.0,186611730.64,7491.0
2010-1-14,9.2381,9.7078,9.2369,9.3654,78.86,14.647,1968590.0,155240786.8,5449.0
2010-1-15,9.3258,9.9505,9.2657,9.852,80.45,16.538,2222696.0,178811763.87,6210.0
2010-1-18,9.9373,10.2088,9.6742,9.8712,82.44,13.325,1790863.0,147635297.37,4833.0
2010-1-19,9.816,10.3326,9.6718,10.3182,83.38,14.613,1963947.0,163762109.01,5681.0
2010-1-20,10.2124,10.2857,9.3113,9.3979,80.95,17.269,2320990.0,187881596.78,6323.0
2010-1-21,9.3979,9.9109,9.3979,9.7583,80.74,11.383,1529881.0,123519869.7,4247.0
2010-1-22,9.5685,9.6682,9.011,9.1672,76.8,13.279,1784673.0,137071610.76,4514.0
2010-1-25,9.1672,9.1672,9.1672,9.1672,0.0,0.0,0.0,0.0,0.0
2010-1-26,10.0839,10.0839,10.0502,10.0839,83.93,24.695,3318941.0,278554371.4,5517.0
2010-1-27,9.852,10.4323,9.7499,9.9145,84.25,25.516,3429414.0,288925805.96,9085.0
2010-1-28,9.7319,9.852,9.4171,9.5252,79.53,13.184,1771967.0,140923409.25,5434.0
2010-1-29,9.4603,10.0058,9.393,9.7126,81.36,11.89,1598001.0,130005928.64,4906.0
2010-2-1,9.381,9.9205,9.2513,9.7919,79.98,11.79,1584618.0,126733753.54,4856.0
2010-2-2,9.7907,9.9722,9.6706,9.7859,81.55,6.038,811469.0,66171364.41,2906.0
2010-2-3,9.7871,9.8364,9.2032,9.5372,78.73,10.213,1372665.0,108076228.22,4022.0
2010-2-4,9.2284,9.5276,9.202,9.2753,77.47,12.239,1644968.0,127434843.52,4387.0
2010-2-5,9.1071,9.5204,9.059,9.2501,77.19,9.933,1334953.0,103041780.48,3881.0
2010-2-8,9.1203,9.4543,9.1203,9.2921,77.54,7.842,1053949.0,81721833.6,2908.0
2010-2-9,9.2513,9.2801,9.0026,9.047,75.87,8.173,1098409.0,83336224.53,3269.0
2010-2-10,9.1167,9.8508,9.1167,9.7895,79.17,16.386,2202229.0,174359543.19,5935.0
2010-2-11,9.7198,10.0262,9.5516,9.7162,81.54,11.779,1583120.0,129095028.79,4718.0
2010-2-12,9.6634,10.4047,9.6598,10.2557,84.05,12.561,1688209.0,141891694.65,5217.0
2010-2-22,10.2557,10.2557,9.977,10.0887,83.96,8.344,1121462.0,94162468.01,3321.0
2010-2-23,10.1524,10.5861,10.0394,10.526,85.93,12.147,1632520.0,140289239.47,4874.0
2010-2-24,10.526,10.526,10.526,10.526,0.0,0.0,0.0,0.0,0.0
2010-2-25,10.8012,11.0294,10.5392,10.5681,89.41,14.321,1924767.0,172097764.22,5357.0
2010-2-26,10.5849,10.6185,10.3927,10.4527,87.15,6.958,935146.0,81494057.95,2959.0
2010-3-1,10.4984,10.5236,10.2965,10.4984,86.84,8.321,1118373.0,97120264.43,3048.0
2010-3-2,10.4888,10.7519,10.4059,10.5549,88.25,8.181,1099561.0,97035677.22,3204.0
2010-3-3,10.4984,10.5489,10.2136,10.2857,86.09,12.502,1680227.0,144656946.69,4567.0
2010-3-4,10.2701,10.3566,9.864,9.9121,83.95,8.232,1106372.0,92879791.27,3486.0
2010-3-5,9.9601,10.1884,9.9121,10.1404,84.05,7.177,964627.0,81077528.24,2807.0
2010-3-8,10.5284,11.1256,10.3939,10.9093,89.36,21.042,2828103.0,252732780.98,8207.0
2010-3-9,10.7291,11.1244,10.5993,11.0535,90.83,13.518,1816877.0,165021831.01,5538.0
2010-3-10,11.0655,11.2529,10.7711,10.9333,91.36,10.141,1362951.0,124521199.9,4232.0
2010-3-11,10.9309,12.0267,10.8216,12.0267,96.41,25.947,3487303.0,336199848.58,9210.0
2010-3-12,12.099,12.2171,11.2265,11.2916,48.77,27.584,7414512.0,361608333.21,15723.0
2010-3-15,11.0867,11.3759,10.8818,11.3253,45.9,15.598,4192835.0,192446887.08,8421.0
2010-3-16,11.3036,11.3036,10.4986,10.6866,45.0,14.416,3875007.0,174365242.02,8403.0
2010-3-17,10.6866,11.3976,10.5806,10.9855,45.87,16.543,4446813.0,203994734.7,9098.0
2010-3-18,11.0144,11.0722,10.7878,11.0385,45.22,11.394,3062770.0,138508916.95,6326.0
2010-3-19,10.9662,11.1349,10.9373,11.0023,45.73,8.684,2334250.0,106735978.82,5094.0
2010-3-22,11.0023,11.1783,10.8095,11.1349,45.48,10.216,2745980.0,124876596.16,6130.0
2010-3-23,11.0891,11.9736,10.9686,11.8049,48.07,23.593,6341786.0,304857151.64,14481.0
2010-3-24,11.6651,12.4002,11.5856,11.9013,50.03,24.768,6657612.0,333111832.44,15347.0
2010-3-25,12.0459,13.0919,11.9953,12.9979,52.23,28.719,9649543.0,503951356.0,17709.0
2010-3-26,12.4123,12.8461,12.1713,12.4966,51.68,18.873,6341485.0,327729748.71,13797.0
2010-3-29,12.4966,12.7015,11.7615,12.3207,50.52,15.665,5263314.0,265914860.15,11344.0
2010-3-30,12.1713,12.7449,12.0604,12.5424,51.98,12.808,4303555.0,223718657.37,9607.0
2010-3-31,12.6485,13.4969,12.5834,13.3281,54.54,20.124,6761744.0,368803557.49,14670.0
2010-4-1,13.4077,13.9765,13.1401,13.3619,56.51,21.939,7371567.0,416553005.96,16189.0
2010-4-2,12.9907,13.5667,12.9907,13.4245,55.14,10.642,3575724.0,197169199.55,8800.0
2010-4-6,13.4727,13.7065,13.3281,13.6897,56.19,12.037,4044411.0,227271029.7,8837.0
2010-4-7,13.7089,14.2199,13.7089,14.1645,58.15,13.878,4662983.0,271154235.37,11271.0
2010-4-8,14.1717,14.3404,13.3884,13.4438,57.54,15.834,5320279.0,306121862.94,13956.0
2010-4-9,13.3739,13.8078,13.304,13.7981,56.13,11.627,3906664.0,219262429.04,9422.0
2010-4-12,13.7571,13.9307,13.4245,13.5933,56.42,11.286,3792110.0,213956276.34,9315.0
2010-4-13,13.6897,13.9018,12.2339,12.3376,52.95,21.701,7291389.0,386065472.1,17357.0
2010-4-14,12.0508,12.593,11.5952,12.1279,50.33,10.818,3634996.0,182938117.8,8913.0
2010-4-15,12.1255,12.2894,11.1542,11.4314,47.97,12.397,4165495.0,199813015.27,10637.0
2010-4-16,11.3518,11.8459,11.2313,11.7133,48.24,7.974,2679382.0,129263104.18,6982.0
2010-4-19,11.735,11.882,11.3639,11.494,48.11,7.013,2356328.0,113370090.43,5789.0
2010-4-20,11.4241,11.6097,10.7252,11.1614,45.88,6.016,2021307.0,92746577.61,4934.0
2010-4-21,11.1349,11.8363,11.0867,11.8338,48.22,8.309,2791978.0,134642636.19,6837.0
2010-4-22,11.9303,12.2436,11.6386,12.0363,49.9,8.435,2834231.0,141439880.56,6866.0
2010-4-23,12.0363,12.3159,11.576,11.7013,49.61,6.967,2340970.0,116146057.13,5895.0
2010-4-26,11.5687,11.8097,11.1855,11.3277,47.18,4.783,1606981.0,75813730.23,4249.0
2010-4-27,11.2675,11.2675,10.6191,10.7975,45.11,6.269,2106367.0,95021204.49,5638.0
2010-4-28,10.7011,11.0096,10.407,10.595,44.31,4.718,1585166.0,70230899.93,3770.0
2010-4-29,10.6963,10.918,10.6047,10.6167,44.67,3.693,1240973.0,55433851.63,3189.0
2010-4-30,10.6023,10.6987,9.643,10.0865,41.81,6.616,2222902.0,92929725.85,4935.0
2010-5-4,9.9539,10.3637,9.7033,10.2142,42.14,4.575,1537148.0,64774750.25,3567.0
2010-5-5,10.1226,10.8457,9.966,10.8409,43.21,6.01,2019440.0,87257270.57,4924.0
2010-5-6,10.6794,10.8385,10.248,10.2552,43.84,5.682,1908991.0,83688975.69,4520.0
2010-5-7,9.9322,10.2793,9.7804,10.0576,41.72,4.514,1516867.0,63290112.14,3278.0
2010-5-10,9.9612,10.207,9.3514,9.5538,40.25,5.569,1871229.0,75317610.69,3930.0
2010-5-11,9.725,9.8816,9.161,9.2646,39.68,3.944,1325155.0,52582331.52,3300.0
2010-5-12,9.202,9.2646,8.8694,9.1899,37.81,4.635,1557430.0,58888503.85,3175.0
2010-5-13,9.2767,9.3996,8.9609,9.3755,38.27,4.299,1444552.0,55288375.34,2966.0
2010-5-14,9.2261,9.5177,9.1586,9.4357,38.75,3.642,1223719.0,47419539.11,2591.0
2010-5-17,9.2791,9.3972,8.8236,8.8742,38.07,3.766,1265338.0,48167070.02,2652.0
2010-5-18,8.8718,9.0019,8.2909,8.7826,35.8,5.083,1707738.0,61144072.69,3387.0
2010-5-19,8.7464,9.2285,8.5584,9.1224,37.3,5.977,2008127.0,74911230.05,4256.0
2010-5-20,8.9272,9.3972,8.9272,9.1465,38.04,5.543,1862505.0,70857786.38,3568.0
2010-5-21,8.9152,9.6141,8.7464,9.5514,38.65,7.141,2399366.0,92731120.39,4940.0
2010-5-24,9.5924,9.9491,9.5201,9.8431,40.7,7.162,2406513.0,97943423.31,4710.0
2010-5-25,9.8286,9.8551,9.3707,9.443,39.72,6.886,2313628.0,91892702.21,4769.0
2010-5-26,9.4719,9.5924,9.1345,9.2984,38.75,4.933,1657394.0,64216355.42,3065.0
2010-5-27,9.2791,9.6358,9.0887,9.5731,39.15,4.869,1635998.0,64045179.15,3594.0
2010-5-28,9.7756,9.7876,9.402,9.5587,39.84,4.925,1654654.0,65925470.51,3474.0
2010-5-31,9.5153,9.6695,9.2116,9.2309,39.43,4.681,1572943.0,62013390.24,3489.0
2010-6-1,9.0935,9.1706,8.6741,8.7971,36.89,4.707,1581576.0,58337882.83,3744.0
2010-6-2,8.6765,8.9658,8.6765,8.9658,36.58,2.778,933374.0,34142306.5,2232.0
2010-6-3,9.0429,9.3972,9.0091,9.0622,38.26,5.302,1781587.0,68160663.29,4080.0
2010-6-4,9.1345,9.4623,8.9658,9.4478,38.46,5.499,1847640.0,71060049.85,4012.0
2010-6-7,9.1827,10.3926,9.1586,10.3926,41.42,17.467,5868786.0,243106727.64,11058.0
2010-6-8,10.3637,10.6938,10.1226,10.5083,43.27,14.187,4766734.0,206254672.82,8934.0
2010-6-9,10.436,10.836,10.1829,10.3106,43.7,14.404,4839720.0,211510138.67,9073.0
2010-6-10,10.2889,10.5926,10.1901,10.542,43.44,8.188,2751122.0,119520991.37,5377.0
2010-6-11,10.5396,10.9903,10.448,10.6481,44.56,12.624,4241535.0,188987952.73,7803.0
2010-6-17,10.7252,10.8891,9.9612,9.9732,42.96,8.355,2807178.0,120600192.43,6274.0
2010-6-18,9.8889,9.9515,9.1297,9.2502,39.4,7.237,2431718.0,95800812.45,5517.0
2010-6-21,9.2526,9.6406,8.9224,9.6261,38.92,6.005,2017548.0,78522071.47,3860.0
2010-6-22,9.5394,9.8069,9.4888,9.5249,40.05,4.833,1624055.0,65044325.95,3420.0
2010-6-23,9.4864,9.7587,9.402,9.6864,39.84,4.78,1606178.0,63991347.81,3467.0
2010-6-24,9.6864,9.7491,9.4912,9.602,39.89,3.762,1264098.0,50424098.54,2692.0
2010-6-25,9.508,9.5418,9.0622,9.1971,38.41,4.841,1626520.0,62479230.44,3712.0
2010-6-28,9.1971,9.2453,9.0622,9.0863,37.91,2.579,866450.0,32843743.05,1941.0
2010-6-29,9.0839,9.1586,8.45,8.4789,36.01,5.25,1764022.0,63523726.31,3832.0
2010-6-30,8.3367,8.544,8.0981,8.5006,34.4,3.832,1287543.0,44292907.63,2874.0
2010-7-1,8.4861,8.5416,8.2066,8.2307,34.57,2.971,998408.0,34515169.18,1999.0
2010-7-2,8.2258,8.2885,7.633,8.0933,33.05,4.391,1475433.0,48763364.63,3057.0
2010-7-5,7.8932,7.9487,7.686,7.8547,32.44,2.576,865703.0,28087021.6,1941.0
2010-7-6,7.8306,8.1801,7.8041,8.1246,33.43,4.073,1368432.0,45753283.1,2505.0
2010-7-7,8.1415,8.3198,8.1053,8.3174,34.21,3.271,1099081.0,37595610.25,2257.0
2010-7-8,8.4114,8.4114,8.0017,8.1463,33.96,3.0,1007974.0,34228510.67,2180.0
2010-7-9,8.1487,8.503,8.033,8.3873,34.57,3.94,1323828.0,45766623.01,2664.0
2010-7-12,8.4355,8.5199,8.3632,8.4114,34.95,3.218,1081319.0,37789395.91,2109.0
2010-7-13,8.315,8.4355,8.0499,8.4066,34.2,3.822,1284254.0,43918347.81,2681.0
2010-7-14,8.4138,8.5223,8.2861,8.3464,34.93,3.492,1173475.0,40993227.17,2389.0
2010-7-15,8.221,8.3464,7.9559,7.9993,33.85,2.744,921843.0,31200529.47,2115.0
2010-7-16,7.9728,7.9969,7.7655,7.9294,32.64,2.189,735346.0,23998799.59,1755.0
2010-7-19,7.833,8.115,7.7993,8.0981,33.17,2.326,781576.0,25923470.07,1785.0
2010-7-20,8.1294,8.4524,8.127,8.4524,34.57,4.458,1497811.0,51780440.4,2958.0
2010-7-21,8.4837,8.6235,8.3391,8.3873,35.23,4.868,1635631.0,57630587.11,3172.0
2010-7-22,8.3777,8.5127,8.2982,8.4813,34.91,3.594,1207426.0,42151079.16,2580.0
2010-7-23,8.4861,8.7248,8.4379,8.6597,35.72,6.903,2319378.0,82839064.05,4300.0
2010-7-26,8.7199,8.7561,8.4596,8.6235,35.6,3.826,1285525.0,45767184.08,2620.0
2010-7-27,8.5922,8.5922,8.4789,8.5078,35.38,3.119,1047972.0,37075461.23,1992.0
2010-7-28,8.4837,8.6645,8.4548,8.6597,35.7,4.233,1422349.0,50777312.78,2539.0
2010-7-29,8.679,8.8959,8.6283,8.6934,36.25,5.444,1829274.0,66306828.57,3519.0
2010-7-30,8.7103,8.7103,8.4717,8.5753,35.55,3.635,1221277.0,43416282.28,2462.0
2010-8-2,8.556,8.9682,8.5151,8.9176,36.37,6.986,2347407.0,85385329.24,3980.0
2010-8-3,8.9248,8.9585,8.6765,8.6765,36.67,5.73,1925422.0,70599948.67,3482.0
2010-8-4,8.6524,8.7006,8.491,8.6524,35.59,3.739,1256295.0,44713052.65,2524.0
2010-8-5,8.6982,8.9127,8.5826,8.732,36.54,4.692,1576670.0,57609362.96,2965.0
2010-8-6,8.744,8.973,8.744,8.9417,36.86,6.098,2048927.0,75531178.38,3455.0
2010-8-9,8.9754,9.296,8.9754,9.2863,38.14,7.865,2642726.0,100800342.48,4310.0
2010-8-10,9.3152,9.3393,8.8621,8.8621,37.6,6.219,2089709.0,78580826.92,3838.0
2010-8-11,8.7971,8.9899,8.7489,8.9658,36.9,3.282,1102850.0,40693782.54,1982.0
2010-8-12,8.9055,8.9634,8.7296,8.7681,36.65,3.975,1335476.0,48947459.35,2359.0
2010-8-13,8.7079,8.8766,8.5922,8.8669,36.33,3.918,1316368.0,47821302.03,2295.0
2010-8-16,8.8645,9.1007,8.7995,9.0646,37.15,4.33,1455009.0,54048702.42,2676.0
2010-8-17,9.0863,9.1779,8.9995,9.1321,37.77,4.88,1639711.0,61932284.31,2633.0
2010-8-18,9.1272,9.1321,8.9537,9.0188,37.44,2.94,987735.0,36979869.07,2003.0
2010-8-19,9.0188,9.0839,8.8694,8.9947,37.27,3.403,1143316.0,42615452.42,2026.0
2010-8-20,8.9296,8.9417,8.6476,8.6476,36.33,3.735,1255036.0,45598316.63,2526.0
2010-8-23,8.6283,8.7392,8.6259,8.6452,35.96,2.004,673310.0,24211292.02,1308.0
2010-8-24,8.556,8.9609,8.556,8.7946,36.63,3.108,1044167.0,38251856.18,1804.0
2010-8-25,8.7922,8.7922,8.5247,8.5247,35.76,2.451,823591.0,29451408.25,1670.0
2010-8-26,8.4837,8.6452,8.3223,8.4211,34.93,3.198,1074374.0,37526542.78,2052.0
2010-8-27,8.3295,8.5705,8.2909,8.503,34.96,2.153,723384.0,25290132.24,1403.0
2010-8-30,8.5319,8.6717,8.5054,8.6452,35.72,2.44,819865.0,29288736.5,1595.0
2010-8-31,8.6283,8.6283,8.4596,8.5488,35.34,3.488,1171938.0,41413264.61,2220.0
2010-9-1,8.5416,8.5416,8.2427,8.3054,34.79,4.114,1382469.0,48098639.51,2746.0
2010-9-2,8.3126,8.4524,8.2765,8.4114,34.68,2.521,847048.0,29377073.76,1765.0
2010-9-3,8.4355,8.6741,8.3174,8.6283,35.52,4.523,1519611.0,53970640.75,2755.0
2010-9-6,8.7006,8.744,8.4114,8.4934,35.46,3.954,1328520.0,47112166.01,2144.0
2010-9-7,8.4789,8.6283,8.4331,8.5801,35.48,3.018,1013993.0,35977492.51,1556.0
2010-9-8,8.5681,8.7416,8.5223,8.6814,35.98,3.94,1323959.0,47632028.55,2202.0
2010-9-9,8.7006,8.7802,8.544,8.5512,35.97,5.002,1680540.0,60448755.63,2808.0
2010-9-10,8.5922,8.6235,8.3946,8.5319,35.32,2.972,998553.0,35272145.45,1820.0
2010-9-13,8.5464,8.8115,8.5392,8.7272,36.18,4.088,1373644.0,49705123.67,2470.0
2010-9-14,8.7223,8.7489,8.5319,8.5512,35.75,2.901,974694.0,34848734.44,1891.0
2010-9-15,8.5319,8.5319,7.9559,7.9776,34.08,5.89,1979149.0,67440385.53,3885.0
2010-9-16,7.9848,8.0933,7.4715,7.8234,32.68,3.547,1191866.0,38954209.72,2299.0
2010-9-17,7.8185,7.9463,7.7173,7.9415,32.75,2.419,812948.0,26622087.19,1274.0
2010-9-20,7.9415,7.9752,7.592,7.6161,31.95,2.027,680915.0,21758318.19,1374.0
2010-9-21,7.633,7.7101,7.4642,7.5558,31.25,2.068,694908.0,21717092.72,1300.0
2010-9-27,7.5197,7.7077,7.351,7.6474,31.16,3.345,1123878.0,35021919.49,2002.0
2010-9-28,7.5317,7.592,7.3943,7.4088,30.86,2.545,855033.0,26382265.05,1804.0
2010-9-29,7.3968,7.5197,7.3968,7.4257,30.91,2.0,672027.0,20775521.38,1158.0
2010-9-30,7.3968,7.6233,7.3293,7.6161,31.2,2.543,854530.0,26664083.22,1596.0
2010-10-8,7.6402,8.0354,7.6402,7.9053,32.79,4.199,1410719.0,46260810.36,2454.0
2010-10-11,7.9535,8.0162,7.7318,7.7679,32.54,3.682,1237032.0,40249984.27,2175.0
2010-10-12,7.7318,7.9077,7.7197,7.8691,32.62,2.448,822671.0,26836335.53,1391.0
2010-10-13,7.8523,7.9945,7.6884,7.9776,32.38,3.301,1109197.0,35920582.52,2329.0
2010-10-14,7.9752,8.6765,7.9535,8.4958,35.19,10.534,3539468.0,124558335.13,5854.0
2010-10-15,8.4596,8.7248,8.2668,8.6645,35.5,8.181,2748795.0,97590982.28,4049.0
2010-10-18,8.6814,8.744,8.0861,8.4163,34.83,4.797,1611681.0,56132506.38,2800.0
2010-10-19,8.2813,9.255,8.2813,9.1827,37.34,12.851,4317927.0,161218534.31,6705.0
2010-10-20,8.9658,9.5177,8.9079,9.0453,38.16,10.366,3482905.0,132905230.41,5360.0
2010-10-21,9.026,9.1297,8.6814,8.744,36.51,5.756,1934098.0,70621403.24,3108.0
