,open,high,low,close,average,turn,volume,amount,tnum
2009-5-11,,,,,,,,,
2009-5-12,,,,,,,,,
2009-5-13,,,,,,,,,
2009-5-14,,,,,,,,,
2009-5-15,,,,,,,,,
2009-5-18,,,,,,,,,
2009-5-19,,,,,,,,,
2009-5-20,,,,,,,,,
2009-5-21,,,,,,,,,
2009-5-22,,,,,,,,,
2009-5-25,,,,,,,,,
2009-5-26,,,,,,,,,
2009-5-27,,,,,,,,,
2009-6-1,,,,,,,,,
2009-6-2,,,,,,,,,
2009-6-3,,,,,,,,,
2009-6-4,,,,,,,,,
2009-6-5,,,,,,,,,
2009-6-8,,,,,,,,,
2009-6-9,,,,,,,,,
2009-6-10,,,,,,,,,
2009-6-11,,,,,,,,,
2009-6-12,,,,,,,,,
2009-6-15,,,,,,,,,
2009-6-16,,,,,,,,,
2009-6-17,,,,,,,,,
2009-6-18,,,,,,,,,
2009-6-19,,,,,,,,,
2009-6-22,,,,,,,,,
2009-6-23,,,,,,,,,
2009-6-24,,,,,,,,,
2009-6-25,,,,,,,,,
2009-6-26,,,,,,,,,
2009-6-29,,,,,,,,,
2009-6-30,,,,,,,,,
2009-7-1,,,,,,,,,
2009-7-2,,,,,,,,,
2009-7-3,,,,,,,,,
2009-7-6,,,,,,,,,
2009-7-7,,,,,,,,,
2009-7-8,,,,,,,,,
2009-7-9,,,,,,,,,
2009-7-10,,,,,,,,,
2009-7-13,,,,,,,,,
2009-7-14,,,,,,,,,
2009-7-15,,,,,,,,,
2009-7-16,,,,,,,,,
2009-7-17,,,,,,,,,
2009-7-20,,,,,,,,,
2009-7-21,,,,,,,,,
2009-7-22,,,,,,,,,
2009-7-23,,,,,,,,,
2009-7-24,,,,,,,,,
2009-7-27,,,,,,,,,
2009-7-28,,,,,,,,,
2009-7-29,,,,,,,,,
2009-7-30,,,,,,,,,
2009-7-31,,,,,,,,,
2009-8-3,,,,,,,,,
2009-8-4,,,,,,,,,
2009-8-5,,,,,,,,,
2009-8-6,,,,,,,,,
2009-8-7,,,,,,,,,
2009-8-10,,,,,,,,,
2009-8-11,,,,,,,,,
2009-8-12,,,,,,,,,
2009-8-13,,,,,,,,,
2009-8-14,,,,,,,,,
2009-8-17,,,,,,,,,
2009-8-18,,,,,,,,,
2009-8-19,,,,,,,,,
2009-8-20,,,,,,,,,
2009-8-21,,,,,,,,,
2009-8-24,,,,,,,,,
2009-8-25,,,,,,,,,
2009-8-26,,,,,,,,,
2009-8-27,,,,,,,,,
2009-8-28,,,,,,,,,
2009-8-31,,,,,,,,,
2009-9-1,,,,,,,,,
2009-9-2,,,,,,,,,
2009-9-3,,,,,,,,,
2009-9-4,,,,,,,,,
2009-9-7,,,,,,,,,
2009-9-8,,,,,,,,,
2009-9-9,,,,,,,,,
2009-9-10,,,,,,,,,
2009-9-11,,,,,,,,,
2009-9-14,,,,,,,,,
2009-9-15,,,,,,,,,
2009-9-16,,,,,,,,,
2009-9-17,,,,,,,,,
2009-9-18,,,,,,,,,
2009-9-21,,,,,,,,,
2009-9-22,,,,,,,,,
2009-9-23,,,,,,,,,
2009-9-24,,,,,,,,,
2009-9-25,,,,,,,,,
2009-9-28,,,,,,,,,
2009-9-29,,,,,,,,,
2009-9-30,,,,,,,,,
2009-10-9,,,,,,,,,
2009-10-12,,,,,,,,,
2009-10-13,,,,,,,,,
2009-10-14,,,,,,,,,
2009-10-15,,,,,,,,,
2009-10-16,,,,,,,,,
2009-10-19,,,,,,,,,
2009-10-20,,,,,,,,,
2009-10-21,,,,,,,,,
2009-10-22,,,,,,,,,
2009-10-23,,,,,,,,,
2009-10-26,,,,,,,,,
2009-10-27,,,,,,,,,
2009-10-28,,,,,,,,,
2009-10-29,,,,,,,,,
2009-10-30,,,,,,,,,
2009-11-2,,,,,,,,,
2009-11-3,,,,,,,,,
2009-11-4,,,,,,,,,
2009-11-5,,,,,,,,,
2009-11-6,,,,,,,,,
2009-11-9,,,,,,,,,
2009-11-10,,,,,,,,,
2009-11-11,,,,,,,,,
2009-11-12,,,,,,,,,
2009-11-13,,,,,,,,,
2009-11-16,,,,,,,,,
2009-11-17,,,,,,,,,
2009-11-18,,,,,,,,,
2009-11-19,,,,,,,,,
2009-11-20,,,,,,,,,
2009-11-23,,,,,,,,,
2009-11-24,,,,,,,,,
2009-11-25,,,,,,,,,
2009-11-26,,,,,,,,,
2009-11-27,,,,,,,,,
2009-11-30,,,,,,,,,
2009-12-1,,,,,,,,,
2009-12-2,,,,,,,,,
2009-12-3,,,,,,,,,
2009-12-4,,,,,,,,,
2009-12-7,,,,,,,,,
2009-12-8,,,,,,,,,
2009-12-9,,,,,,,,,
2009-12-10,,,,,,,,,
2009-12-11,,,,,,,,,
2009-12-14,,,,,,,,,
2009-12-15,,,,,,,,,
2009-12-16,,,,,,,,,
2009-12-17,,,,,,,,,
2009-12-18,,,,,,,,,
2009-12-21,,,,,,,,,
2009-12-22,,,,,,,,,
2009-12-23,,,,,,,,,
2009-12-24,,,,,,,,,
2009-12-25,,,,,,,,,
2009-12-28,,,,,,,,,
2009-12-29,,,,,,,,,
2009-12-30,,,,,,,,,
2009-12-31,,,,,,,,,
2010-1-4,,,,,,,,,
2010-1-5,,,,,,,,,
2010-1-6,,,,,,,,,
2010-1-7,,,,,,,,,
2010-1-8,,,,,,,,,
2010-1-11,,,,,,,,,
2010-1-12,,,,,,,,,
2010-1-13,,,,,,,,,
2010-1-14,,,,,,,,,
2010-1-15,,,,,,,,,
2010-1-18,,,,,,,,,
2010-1-19,,,,,,,,,
2010-1-20,,,,,,,,,
2010-1-21,,,,,,,,,
2010-1-22,,,,,,,,,
2010-1-25,,,,,,,,,
2010-1-26,,,,,,,,,
2010-1-27,,,,,,,,,
2010-1-28,,,,,,,,,
2010-1-29,,,,,,,,,
2010-2-1,,,,,,,,,
2010-2-2,,,,,,,,,
2010-2-3,,,,,,,,,
2010-2-4,,,,,,,,,
2010-2-5,,,,,,,,,
2010-2-8,,,,,,,,,
2010-2-9,17.2256,17.9626,16.4297,17.6383,17.4,82.591,15527054.0,270204811.76,43924.0
2010-2-10,16.5083,16.9603,16.0366,16.4297,16.79,45.957,8639947.0,145100049.13,10332.0
2010-2-11,16.1152,16.5083,15.8303,16.1251,16.4,23.783,4471252.0,73344592.0,6080.0
2010-2-12,16.2921,16.6459,16.0661,16.4788,16.61,23.605,4437664.0,73731666.23,4725.0
2010-2-22,16.4788,16.9996,16.3216,16.5378,16.99,22.373,4206198.0,71477989.69,5088.0
2010-2-23,16.41,16.4788,16.0366,16.4592,16.54,14.771,2776892.0,45920047.19,3552.0
2010-2-24,16.3118,17.147,16.2921,16.9407,17.14,27.673,5202491.0,89158115.64,5837.0
2010-2-25,16.9701,17.9724,16.8227,17.9626,17.69,36.919,6940741.0,122778468.76,7106.0
2010-2-26,17.8643,18.0805,17.3435,17.4909,18.02,34.166,6423230.0,115738415.41,6701.0
2010-3-1,17.5106,18.0609,17.4516,17.8643,18.06,20.497,3853386.0,69603644.94,4409.0
2010-3-2,18.1591,18.1591,17.4713,17.6285,18.07,16.554,3112117.0,56249667.49,3655.0
2010-3-3,17.4909,17.7759,17.373,17.6875,17.92,10.054,1890089.0,33865884.08,2437.0
2010-3-4,17.6776,17.8643,16.8719,16.8817,17.61,13.938,2620388.0,46138897.69,3584.0
2010-3-5,16.9112,17.2748,16.8031,17.2453,17.31,12.597,2368296.0,40999908.1,2567.0
2010-3-8,17.1961,17.373,17.0979,17.2944,17.55,6.935,1303782.0,22876420.47,1640.0
2010-3-9,17.1961,17.2453,16.9407,17.1667,17.38,7.338,1379509.0,23982493.86,1593.0
2010-3-10,17.2453,17.2649,16.9505,17.1077,17.38,6.384,1200116.0,20854173.13,1405.0
2010-3-11,17.0193,17.2453,16.7048,17.147,17.31,8.194,1540553.0,26666083.56,1932.0
2010-3-12,17.0389,17.4909,17.0291,17.1175,17.59,13.319,2503898.0,44031208.82,2984.0
2010-3-15,17.0488,17.0979,16.7048,16.9603,17.16,6.68,1255751.0,21551543.56,1685.0
2010-3-16,16.9014,17.0193,16.754,16.98,17.21,5.066,952435.0,16393549.45,1093.0
2010-3-17,16.9603,17.3435,16.921,17.3042,17.54,9.254,1739740.0,30514276.64,1994.0
2010-3-18,17.3435,17.8545,17.1667,17.7563,17.92,24.013,4514431.0,80885494.38,4911.0
2010-3-19,17.658,17.8643,17.5106,17.6875,18.0,15.305,2877377.0,51782564.35,3259.0
2010-3-22,17.6089,18.0609,17.4123,17.5892,17.97,9.679,1819716.0,32704653.44,2016.0
2010-3-23,17.7268,18.1493,17.6776,18.0609,18.23,22.026,4140799.0,75492647.47,4269.0
2010-3-24,18.2967,19.8689,18.2967,19.8689,19.7,46.804,8799079.0,173338990.83,8091.0
2010-3-25,20.8319,21.8538,20.8319,21.8538,21.96,40.946,7697862.0,169033063.86,7666.0
2010-3-26,21.8932,22.6007,21.1267,22.3353,22.35,35.223,6622015.0,147971840.89,8741.0
2010-3-29,22.9937,24.5659,22.5024,24.5659,23.91,39.093,7349442.0,175758238.18,9185.0
2010-3-30,24.6347,27.0225,24.3596,26.5312,26.24,42.772,8041099.0,210961343.99,12123.0
2010-3-31,26.5803,27.5138,26.0595,26.9046,27.17,35.001,6580127.0,178797935.91,10465.0
2010-4-1,26.9046,28.9092,26.3543,28.8207,27.83,35.946,6757931.0,188060536.85,9791.0
2010-4-2,28.693,30.4618,28.0346,29.9704,29.87,40.278,7572247.0,226191036.74,10878.0
2010-4-6,29.4791,29.4791,26.9734,27.789,28.57,39.438,7414336.0,211816149.0,11962.0
2010-4-7,27.1208,28.0936,26.9341,27.5925,27.97,38.361,7211780.0,201740335.92,11221.0
2010-4-8,26.9734,27.4745,26.5902,27.3664,27.5,33.964,6385258.0,175614051.26,9839.0
2010-4-9,26.9734,27.219,26.7376,26.9243,27.44,20.747,3900356.0,107024761.74,6309.0
2010-4-12,27.0225,27.6121,26.2168,26.4428,27.36,28.472,5352765.0,146429884.99,7958.0
2010-4-13,26.2364,26.7277,24.8116,25.7353,26.17,27.423,5155577.0,134897124.0,7056.0
2010-4-14,25.5093,26.2364,25.3619,25.8728,26.31,10.834,2036716.0,53595405.62,3332.0
2010-4-15,25.7353,26.0399,24.8607,25.3226,25.82,13.078,2458632.0,63485410.31,3628.0
2010-4-16,25.126,25.9416,25.0572,25.7451,26.08,13.084,2459798.0,64150346.85,3489.0
2010-4-19,25.352,26.1087,23.9469,24.0353,25.64,14.016,2635009.0,67559328.13,4032.0
2010-4-20,23.7405,24.222,23.4064,24.0746,24.28,11.061,2079521.0,50493404.01,2978.0
2010-4-21,24.2122,25.1555,24.1336,24.9688,25.13,15.383,2891985.0,72674239.46,4233.0
2010-4-22,24.7428,25.5093,24.2711,24.733,25.49,14.148,2659897.0,67809982.81,4191.0
2010-4-23,24.5659,24.8116,23.4457,23.8093,24.48,12.51,2351878.0,57576458.03,3842.0
2010-4-26,23.8879,24.7133,23.7405,24.0844,24.68,8.503,1598502.0,39451348.06,2884.0
2010-4-27,23.9272,24.281,21.8932,22.4827,23.1,14.002,2632298.0,60810318.95,3784.0
2010-4-28,22.2076,22.5908,21.6278,22.2371,22.45,9.546,1794569.0,40295763.2,2451.0
2010-4-29,22.2862,22.581,21.4608,21.5689,22.6,9.247,1738480.0,39294512.67,2275.0
2010-4-30,21.5198,22.4041,21.1267,22.07,22.39,11.851,2227926.0,49886424.46,3277.0
2010-5-4,21.8145,22.6105,21.5492,22.0602,22.43,7.433,1397311.0,31348190.54,2034.0
2010-5-5,21.8145,23.1509,21.5296,22.8168,22.96,13.689,2573505.0,59086146.55,3808.0
2010-5-6,22.6989,22.7579,20.8417,20.8417,22.44,12.666,2381233.0,53433834.23,3766.0
2010-5-7,20.1441,20.9793,19.9967,20.6943,20.8,11.287,2122015.0,44134912.8,2829.0
2010-5-10,20.6256,20.6256,19.1811,19.7707,20.14,20.766,4879952.0,98298035.98,3877.0
2010-5-11,20.0065,20.2718,19.1614,19.5348,20.12,11.058,2598517.0,52276657.04,2568.0
2010-5-12,19.5348,20.1441,19.3186,19.8394,20.17,12.291,2888501.0,58255905.46,3195.0
2010-5-13,19.9279,20.4192,18.8273,20.3897,19.81,16.685,3920958.0,77672132.97,4181.0
2010-5-14,20.0655,20.5862,19.6527,20.1539,20.45,14.984,3521356.0,72009758.4,4111.0
2010-5-17,19.7805,21.0776,19.358,19.6036,20.69,21.894,5145085.0,106469466.4,6525.0
2010-5-18,19.5545,20.3013,18.5718,20.1441,19.74,16.099,3783289.0,74697199.29,4725.0
2010-5-19,19.8984,20.9793,19.2793,20.7336,20.54,24.471,5750760.0,118095578.7,6998.0
2010-5-20,20.3406,20.7828,18.6603,18.6603,20.11,22.039,5179170.0,104163861.52,7293.0
2010-5-21,17.6875,18.5718,17.2355,18.3753,18.18,20.919,4916053.0,89375291.66,5741.0
2010-5-24,18.1788,19.6527,18.1297,19.4267,19.46,22.559,5301432.0,103144318.29,6287.0
2010-5-25,19.0632,19.299,18.6013,18.7291,19.24,15.094,3547140.0,68245122.96,4679.0
2010-5-26,18.7782,19.358,18.7782,18.9256,19.38,10.63,2497982.0,48409397.79,3490.0
2010-5-27,18.788,19.8296,18.3065,19.7412,19.5,17.941,4216129.0,82229669.25,5489.0
2010-5-28,19.8984,20.5273,19.7117,20.0851,20.48,22.77,5351038.0,109569427.98,6649.0
2010-5-31,19.9082,22.0897,19.466,21.1955,21.25,33.943,7976658.0,169495957.36,10872.0
2010-6-1,20.7042,21.3134,19.7314,20.3406,20.9,20.006,4701308.0,98244479.04,7437.0
2010-6-2,20.1441,20.9596,19.7314,20.8319,20.83,13.68,3214699.0,66970488.47,5359.0
2010-6-3,20.8319,20.9695,19.8984,19.9475,20.81,15.077,3543208.0,73743444.61,5802.0
2010-6-4,19.8001,19.8198,19.014,19.2597,19.68,10.511,2470024.0,48612556.93,4228.0
2010-6-7,18.9649,19.751,18.7291,19.5938,19.7,10.248,2408346.0,47444868.41,3933.0
2010-6-8,19.6331,20.1342,19.358,19.8001,20.14,10.099,2373237.0,47803108.37,3728.0
2010-6-9,20.0458,20.5961,19.8591,20.4683,20.66,13.094,3077010.0,63564550.52,4703.0
2010-6-10,20.6157,21.2741,20.4782,20.5273,21.23,14.084,3309628.0,70266810.64,5418.0
2010-6-11,20.5175,22.0307,20.2522,21.3822,21.45,23.738,5578472.0,119667017.07,8486.0
2010-6-17,21.3822,21.8047,20.4389,20.4487,21.56,15.612,3668823.0,79109612.87,6309.0
2010-6-18,20.1932,20.3209,18.4539,18.7782,19.78,13.469,3165221.0,62622365.28,5197.0
2010-6-21,18.6603,19.358,18.2574,19.358,19.37,7.981,1875535.0,36323389.19,2897.0
2010-6-22,19.2204,19.6134,19.2204,19.358,19.77,6.915,1624959.0,32133387.8,2498.0
2010-6-23,19.358,20.2227,19.0828,20.2227,20.08,11.409,2681048.0,53833309.38,4180.0
2010-6-24,20.2423,20.4192,19.8591,20.0458,20.5,8.235,1935289.0,39679655.15,3175.0
2010-6-25,19.9279,19.9279,19.1123,19.1909,19.73,6.9,1621395.0,31992822.85,2867.0
2010-6-28,19.3383,19.3481,18.7291,18.9747,19.37,4.809,1130087.0,21888117.24,1726.0
2010-6-29,19.1516,19.6331,17.6678,17.8938,19.12,9.391,2206814.0,42197906.41,3769.0
2010-6-30,17.8938,17.8938,17.8938,17.8938,0.0,0.0,0.0,0.0,0.0
2010-7-1,17.2944,18.5718,16.8522,17.9724,17.79,10.825,2543880.0,45252491.61,4096.0
2010-7-2,17.5794,17.9233,16.9505,17.6482,17.86,6.759,1588315.0,28374921.96,2762.0
2010-7-5,17.1961,17.884,16.9996,17.6285,17.84,4.534,1065497.0,19007817.6,1819.0
2010-7-6,17.4909,18.2672,17.4811,18.2083,18.37,7.124,1674098.0,30752560.04,2568.0
2010-7-7,18.3164,18.4146,17.7661,18.2574,18.46,6.435,1512292.0,27918416.86,2238.0
2010-7-8,18.2181,18.4736,17.7857,18.2967,18.5,7.472,1755895.0,32475859.7,2508.0
2010-7-9,18.3262,18.8863,18.3065,18.7487,18.99,9.671,2272686.0,43164063.63,3012.0
2010-7-12,18.9649,19.8886,18.9452,19.0435,19.73,13.739,3228764.0,63698842.55,4646.0
2010-7-13,18.6701,18.6701,17.8938,18.4932,18.72,8.036,1888383.0,35350345.84,2908.0
2010-7-14,18.4343,18.8372,18.2377,18.621,18.97,6.043,1420098.0,26933247.93,2088.0
2010-7-15,18.5424,18.7389,17.8054,17.825,18.64,5.723,1344822.0,25069491.67,2012.0
2010-7-16,17.7071,17.8054,17.206,17.5892,17.78,5.381,1264481.0,22477180.21,2044.0
2010-7-19,17.5008,18.2672,17.2453,18.1591,18.22,5.013,1178104.0,21462068.89,1849.0
2010-7-20,18.1591,18.9158,18.0314,18.9158,18.9,8.085,1899960.0,35901621.1,2801.0
2010-7-21,18.9452,19.6724,18.6701,19.2106,19.59,14.072,3306966.0,64792441.4,4570.0
2010-7-22,18.8765,19.6626,18.6701,19.4759,19.53,12.812,3010748.0,58812493.78,3981.0
2010-7-23,19.5447,20.3209,19.1713,19.9279,20.14,17.592,4134217.0,83279839.6,5792.0
2010-7-26,19.6724,19.8493,19.3481,19.6036,19.95,10.454,2456662.0,49000222.6,3760.0
2010-7-27,19.584,19.9967,19.3678,19.466,20.01,9.024,2120535.0,42429467.74,2928.0
2010-7-28,19.4562,20.0163,19.2695,19.9082,20.1,11.934,2804552.0,56365294.67,3570.0
2010-7-29,19.8493,21.3822,19.6724,20.6256,20.72,18.046,4240924.0,87891111.72,6337.0
2010-7-30,20.3504,20.5175,19.9475,20.1244,20.53,10.698,2514098.0,51625849.96,3813.0
2010-8-2,19.8886,20.6059,19.8886,20.5076,20.72,9.907,2328156.0,48250083.13,3107.0
2010-8-3,20.4389,20.5862,19.7314,19.7314,20.52,11.064,2599952.0,53352596.34,3916.0
2010-8-4,19.6331,20.2325,19.6036,20.1539,20.25,7.417,1743086.0,35302339.89,2652.0
2010-8-5,20.1637,20.488,19.8493,20.0655,20.49,8.039,1889065.0,38715971.79,2798.0
2010-8-6,20.1441,21.0677,20.0753,21.0284,21.09,19.606,4607322.0,97165661.75,6509.0
2010-8-9,21.1758,23.1313,21.1758,23.1313,22.94,26.374,6197787.0,142182279.13,8269.0
2010-8-10,23.6816,25.126,23.6816,23.7307,24.55,42.031,9877306.0,242466846.56,14887.0
2010-8-11,23.2099,23.7798,22.6498,23.4555,23.64,19.486,4579199.0,108269624.88,7268.0
2010-8-12,23.0723,23.2197,22.2076,22.3059,23.07,17.328,4072023.0,93952544.36,6638.0
2010-8-13,22.2273,22.5515,21.6475,22.4041,22.59,13.96,3280495.0,74105348.8,4863.0
2010-8-16,22.3059,23.3278,22.1585,23.1411,23.19,15.54,3652007.0,84681021.51,5330.0
2010-8-17,23.3966,23.4555,22.6793,22.8954,23.28,10.756,2527698.0,58846818.83,4074.0
2010-8-18,22.8856,23.3573,22.4631,23.0428,23.33,11.317,2659492.0,62043169.88,4420.0
2010-8-19,23.0625,23.0723,22.2174,22.3943,23.0,10.197,2396262.0,55102798.93,3969.0
2010-8-20,22.4827,23.4654,22.2174,22.581,23.35,16.346,3841409.0,89690607.28,6249.0
2010-8-23,22.5613,22.8856,21.8833,22.0307,22.49,9.346,2196414.0,49395304.61,3641.0
2010-8-24,21.8637,22.4336,21.7163,22.1781,22.47,7.486,1759127.0,39520344.82,2930.0
2010-8-25,22.1781,22.2076,21.1169,21.1267,22.06,7.445,1749626.0,38588275.43,3083.0
2010-8-26,21.0776,21.5394,21.0284,21.2741,21.66,5.274,1239359.0,26841557.51,2323.0
2010-8-27,21.1464,22.0602,21.1365,22.0307,22.05,6.495,1526310.0,33656737.1,2730.0
2010-8-30,22.2567,22.3943,22.0111,22.355,22.64,7.722,1814725.0,41086616.64,2916.0
2010-8-31,22.2076,22.3452,21.7752,22.2371,22.46,8.231,1934252.0,43441556.1,3022.0
2010-9-1,22.2567,23.1411,21.9718,22.4533,23.09,14.621,3435821.0,79338795.41,5257.0
2010-9-2,22.5908,23.0821,22.0602,22.9151,23.06,11.324,2661224.0,61371083.07,4067.0
2010-9-3,22.9151,22.9937,22.3059,22.522,22.97,9.054,2127576.0,48869147.08,3277.0
2010-9-6,22.6105,22.7874,21.6475,21.7654,22.41,7.387,1736054.0,38909897.91,2897.0
2010-9-7,21.7163,22.0995,21.618,22.0897,22.25,4.17,980016.0,21802639.15,1809.0
2010-9-8,22.0012,22.1585,21.6377,21.8932,22.19,5.869,1379175.0,30607749.79,2333.0
2010-9-9,21.9423,21.9718,21.1365,21.2544,21.91,7.473,1756112.0,38481570.77,3046.0
2010-9-10,21.2643,21.8637,21.1365,21.8637,21.88,5.858,1376517.0,30118775.39,2302.0
2010-9-13,21.9718,22.3648,21.7163,22.2371,22.44,7.786,1829705.0,41050592.7,2843.0
2010-9-14,22.2076,22.3845,21.9521,22.1585,22.56,6.999,1644686.0,37105683.08,2349.0
2010-9-15,22.1585,22.3059,21.3232,21.5198,22.13,5.749,1350992.0,29901156.78,2249.0
2010-9-16,21.4215,21.6377,20.3013,20.5371,21.2,5.391,1266768.0,26856963.56,2166.0
2010-9-17,20.4389,20.7336,20.1244,20.2522,20.79,2.456,577148.0,11997328.27,1118.0
2010-9-20,20.2522,20.714,19.8493,19.9279,20.73,3.294,774033.0,16043591.42,1277.0
2010-9-21,19.9475,20.1441,18.9551,19.0042,19.69,6.039,1419063.0,27944576.56,2234.0
2010-9-27,19.1614,19.6036,18.847,19.5741,19.61,3.855,905952.0,17765723.61,1359.0
2010-9-28,19.5545,19.8198,19.2597,19.358,19.83,3.144,738842.0,14654319.35,1200.0
2010-9-29,19.1909,19.7412,19.1811,19.3186,19.83,2.789,655384.0,12993323.08,1022.0
2010-9-30,19.3186,19.7117,19.3186,19.6724,19.92,2.418,568346.0,11324026.2,897.0
2010-10-8,19.8493,20.3013,19.7608,20.0753,20.38,4.229,993803.0,20249434.2,1379.0
2010-10-11,19.9672,20.3995,19.8984,20.1735,20.52,5.052,1187136.0,24364573.73,1834.0
2010-10-12,20.1735,20.3308,19.9574,20.0261,20.46,4.807,1129708.0,23118044.17,1547.0
2010-10-13,20.0851,20.3406,19.8984,20.2227,20.48,4.245,997667.0,20429373.65,1526.0
2010-10-14,20.2227,20.3406,19.0926,19.0926,20.07,6.752,1586663.0,31843718.99,2576.0
2010-10-15,19.1614,19.3481,18.5325,18.6603,19.17,6.284,1476835.0,28305625.19,2418.0
2010-10-18,18.6799,18.7684,17.8938,18.395,18.52,4.478,1052253.0,19483253.37,1726.0
2010-10-19,18.395,19.2106,18.3557,19.1713,19.32,4.443,1044059.0,20174526.02,1717.0
2010-10-20,18.9649,19.8296,18.6996,19.7903,19.69,6.267,1472720.0,28994951.65,2333.0
2010-10-21,19.7019,19.7314,19.2597,19.6233,19.83,3.757,882825.0,17503634.11,1548.0
2010-10-22,19.5348,19.9475,19.4562,19.9181,20.16,4.82,1132643.0,22836557.81,1760.0
2010-10-25,19.9475,20.3406,19.6527,20.2816,20.52,5.823,1368488.0,28084665.64,1950.0
2010-10-26,20.3111,20.4192,19.7314,19.977,20.27,5.272,1238848.0,25107208.96,1960.0
2010-10-27,19.9868,21.0776,19.751,20.9596,20.9,12.694,2982982.0,62346935.98,4179.0
2010-10-28,20.6845,20.714,20.2915,20.5273,20.85,5.836,1371486.0,28601307.48,2016.0
2010-10-29,20.3602,20.5469,20.1932,20.3995,20.76,4.672,1097943.0,22791526.05,1502.0
2010-11-1,20.5076,22.1093,20.3602,22.1093,21.84,20.766,4880127.0,106577951.5,5802.0
2010-11-2,21.9914,22.0897,21.4411,21.5492,22.15,17.556,4125569.0,91369396.7,5290.0
2010-11-3,21.4215,21.4215,20.3111,20.3504,21.1,8.751,2056408.0,43385142.57,3311.0
2010-11-4,20.3406,20.714,20.1932,20.6649,20.92,4.27,1003459.0,20987853.18,1578.0
2010-11-5,20.9302,20.9302,20.4585,20.6256,20.97,5.273,1239210.0,25988504.68,1869.0
2010-11-8,20.5862,21.8145,20.5862,21.5198,21.64,9.364,2200588.0,47610597.28,3364.0
2010-11-9,21.5394,21.5787,21.0088,21.2053,21.65,7.433,1746826.0,37817543.18,2695.0
2010-11-10,21.0874,21.8342,21.0874,21.8342,21.97,10.964,2576614.0,56617710.11,3697.0
2010-11-11,21.844,22.3746,21.3036,21.3036,22.31,14.575,3425013.0,76415166.52,4778.0
2010-11-12,21.2643,21.5198,19.1713,19.2204,20.46,12.661,2975423.0,60880550.23,4322.0
2010-11-15,19.2204,19.6233,18.788,19.5545,19.66,5.116,1202261.0,23635596.87,1929.0
2010-11-16,19.5545,21.2053,19.0828,21.107,20.37,13.368,3141395.0,63999272.01,4220.0
2010-11-17,20.4585,22.8954,20.1735,21.618,22.16,29.696,6978587.0,154651001.48,10131.0
2010-11-18,21.6377,21.7261,20.7631,21.225,21.53,11.159,2622468.0,56474572.62,4578.0
2010-11-19,21.2446,21.903,20.6354,21.6671,21.79,13.135,3086756.0,67262086.22,4758.0
