,open,high,low,close,average,turn,volume,amount,tnum
2009-1-5,7.7645,8.1573,7.7268,8.0893,10.51,1.85,4021781.0,42253523.0,5473.0
2009-1-6,8.0742,8.5274,7.976,8.3763,11.04,3.494,7597640.0,83890742.0,9811.0
2009-1-7,8.5047,8.6105,8.2328,8.3839,11.15,3.091,6720440.0,74928971.0,8688.0
2009-1-8,8.2102,8.3386,7.976,7.9911,10.78,2.119,4607268.0,49643530.0,6493.0
2009-1-9,7.8552,8.1951,7.8552,8.1649,10.73,1.443,3137427.0,33658236.0,4207.0
2009-1-12,8.1649,8.5954,8.1271,8.4141,11.14,2.522,5484195.0,61110199.0,6820.0
2009-1-13,8.2706,8.399,8.0893,8.1271,10.92,1.498,3257132.0,35581416.0,4175.0
2009-1-14,8.1498,8.5727,8.1422,8.5425,11.14,2.623,5703106.0,63559190.0,6965.0
2009-1-15,8.399,9.396,8.3914,9.396,12.09,4.777,10388381.0,125599365.0,10831.0
2009-1-16,10.0305,10.3326,9.4111,9.5017,13.07,7.767,16889792.0,220764344.0,20433.0
2009-1-19,9.5244,9.8945,9.2601,9.6604,12.65,5.241,11395786.0,144193377.0,14347.0
2009-1-20,9.5169,9.7283,9.3205,9.5999,12.64,2.561,5569074.0,70370559.0,7447.0
2009-1-21,9.4036,10.5592,9.3431,10.2722,13.11,6.502,14139444.0,185350058.0,16729.0
2009-1-22,10.1966,10.3477,9.819,10.0229,13.3,7.922,17225991.0,229078573.0,19890.0
2009-1-23,9.9625,10.1891,9.8945,9.9172,13.25,3.02,6567896.0,87034952.0,8936.0
2009-2-2,9.97,10.461,9.819,10.3326,13.45,4.101,8918549.0,119935058.0,10863.0
2009-2-3,10.4988,10.9519,10.4232,10.7253,14.18,6.861,14918960.0,211483312.0,19382.0
2009-2-4,10.7631,10.8613,10.4308,10.5894,14.03,5.025,10926270.0,153339585.0,15761.0
2009-2-5,10.5894,10.7102,10.1966,10.2948,13.87,3.923,8530639.0,118327049.0,12832.0
2009-2-6,10.2948,10.6876,10.2948,10.6045,13.96,3.199,6955312.0,97117439.0,10003.0
2009-2-9,10.7329,11.322,10.6574,10.8311,14.5,5.048,10976400.0,159155293.0,14964.0
2009-2-10,10.8009,10.8009,10.5139,10.7556,14.1,4.406,9581164.0,135081445.0,12862.0
2009-2-11,10.6272,11.0577,10.461,10.7782,14.21,4.861,10570237.0,150168784.0,13309.0
2009-2-12,11.5411,11.8583,11.5411,11.8583,15.64,3.777,8213315.0,128417339.0,7048.0
2009-2-13,12.9837,13.0441,12.0849,13.0441,16.8,9.296,20214409.0,339637226.0,21552.0
2009-2-16,12.9913,13.9732,12.674,12.742,17.15,14.431,31380703.0,538142471.0,38097.0
2009-2-17,12.5381,12.5381,12.0698,12.0773,16.27,5.817,12648890.0,205844698.0,20539.0
2009-2-18,11.7752,12.4172,11.6921,11.8432,15.98,4.145,9013937.0,144077511.0,13874.0
2009-2-19,11.8583,12.2208,11.6695,11.9867,15.75,3.043,6616269.0,104227859.0,9890.0
2009-2-20,12.0169,12.2964,11.7903,12.2662,16.01,3.037,6603456.0,105712504.0,9733.0
2009-2-23,12.2133,12.4777,11.9716,12.4172,16.26,3.521,7656363.0,124461642.0,10982.0
2009-2-24,12.236,12.4172,11.5713,11.6015,15.86,3.598,7822900.0,124109278.0,13112.0
2009-2-25,11.5939,11.9338,11.3145,11.677,15.39,2.806,6102393.0,93910242.0,9899.0
2009-2-26,11.6846,11.7979,10.5063,10.6725,14.84,2.706,5883361.0,87314777.0,9404.0
2009-2-27,10.6347,10.6498,9.6075,9.6226,13.05,3.435,7469920.0,97515622.0,11010.0
2009-3-2,9.5546,10.0531,9.4413,10.0003,13.08,2.286,4971884.0,65054969.0,7676.0
2009-3-3,9.7283,10.2948,9.6528,10.0078,13.29,2.232,4852474.0,64473164.0,6841.0
2009-3-4,10.174,10.9973,10.174,10.8537,14.19,3.582,7788245.0,110549659.0,11359.0
2009-3-5,11.0199,11.2843,10.6347,10.8991,14.53,3.682,8007207.0,116360378.0,11180.0
2009-3-6,10.5818,10.8386,10.5063,10.6498,14.13,1.598,3475235.0,49102118.0,5368.0
2009-3-9,10.7858,11.2163,10.5592,10.6951,14.43,2.854,6206731.0,89591838.0,9011.0
2009-3-10,10.6725,11.239,10.5063,11.2163,14.54,3.312,7201529.0,104685235.0,9800.0
2009-3-11,11.4806,11.5486,10.9519,10.9595,14.74,2.837,6168096.0,90930174.0,8202.0
2009-3-12,10.967,11.0652,10.4685,10.8084,14.19,1.965,4273945.0,60652273.0,6539.0
2009-3-13,10.8689,10.9897,10.6725,10.6876,14.32,1.489,3238396.0,46357863.0,4564.0
2009-3-16,10.6951,11.3296,10.5516,11.2692,14.45,1.864,4052828.0,58572680.0,5111.0
2009-3-17,11.2163,11.5713,11.0501,11.4882,15.07,4.14,9003184.0,135680815.0,11460.0
2009-3-18,11.4806,11.7526,11.3522,11.4958,15.34,2.92,6348829.0,97409173.0,8637.0
2009-3-19,11.4504,12.0698,11.4429,11.881,15.7,3.897,8474166.0,133080732.0,10232.0
2009-3-20,11.9187,12.0094,11.526,11.6619,15.45,3.316,7210156.0,111409093.0,9854.0
2009-3-23,12.0094,12.8251,12.0094,12.8251,16.78,6.117,13301128.0,223195063.0,14605.0
2009-3-24,13.4822,13.5804,12.5381,12.674,17.27,10.513,22860148.0,394890446.0,25764.0
2009-3-25,12.4248,12.8024,12.168,12.1755,16.44,5.64,12264512.0,201664316.0,16250.0
2009-3-26,12.5381,12.7571,12.1982,12.6363,16.62,5.504,11967566.0,198853574.0,14588.0
2009-3-27,12.9157,13.2858,12.6589,12.7722,17.15,6.262,13617676.0,233552193.0,18260.0
2009-3-30,12.6816,12.6891,12.3568,12.4777,16.56,2.874,6248813.0,103467395.0,9403.0
2009-3-31,12.1151,12.5683,12.0698,12.4928,16.31,2.684,5836904.0,95172211.0,8487.0
2009-4-1,12.5456,12.961,12.4625,12.7722,16.86,4.198,9127541.0,153935748.0,11809.0
2009-4-2,12.8402,13.7466,12.742,12.9988,17.65,8.229,17893679.0,315898351.0,22373.0
2009-4-3,12.9988,13.1423,12.6136,12.6891,16.98,4.223,9183329.0,155892897.0,13281.0
2009-4-7,12.6967,13.2707,12.6967,12.9308,17.19,2.699,5869471.0,100882638.0,8553.0
2009-4-8,13.0668,13.9203,12.9913,13.1197,17.76,9.694,21079576.0,374308588.0,28083.0
2009-4-9,12.9157,13.3311,12.5456,13.0064,17.08,4.521,9830424.0,167934541.0,14244.0
2009-4-10,13.1952,13.2556,12.5532,13.165,17.27,5.631,12244186.0,211493638.0,13989.0
2009-4-13,13.1423,13.5955,13.097,13.2934,17.56,3.073,11139024.0,195587748.0,14074.0
2009-4-14,13.2934,13.807,13.1574,13.7994,18.03,4.999,18118401.0,326756306.0,22799.0
2009-4-15,13.7466,13.7466,13.2179,13.5351,17.81,2.959,10725121.0,191055964.0,14090.0
2009-4-16,13.8599,14.804,13.8297,14.1091,18.91,6.136,22240112.0,420464042.0,26923.0
2009-4-17,13.9732,13.9883,13.3689,13.6484,18.14,3.378,12244958.0,222102505.0,16622.0
2009-4-20,13.7919,14.4868,13.7919,14.2677,18.89,3.622,13129174.0,247969947.0,17442.0
2009-4-21,14.0411,14.3961,13.8825,14.2073,18.7,2.522,9140690.0,170908304.0,12896.0
2009-4-22,14.6529,14.872,13.4444,13.6937,18.7,3.55,12866042.0,240584079.0,18449.0
2009-4-23,13.5728,13.8901,13.2934,13.6106,17.96,2.853,10340078.0,185724491.0,14711.0
2009-4-24,13.6106,13.8448,12.9157,13.0064,17.72,2.807,10175339.0,180257179.0,15047.0
